Austen,Austen_Title,Austen_Title2,PROTAG.NAME,PROTAG.GENDER,Combination,Combination_Class,Combination_Class2,STORY.ID,Short_Title,Author_Gender,Canonicity,PUB..DATE,GENRE,PREDICATE,AGENT,PATIENT,POSESSOR,AFFECT,COGITATION,SOCIABILITY,POLARITY,COMMUNICATIVENESS,DESCRIPTIVENESS,ABSTRACTION,DISTINCTIVENESS_SKEW,DISTINCTIVENESS_SKEW.woSaid.,DEPTH,CLASS.SIMILARITY,HOMOGENEITY,DISTINCTIVENESS_KL,EMBODIMENT,CLOTHES,MOTION,PHYSICAL,PERCEPTION,VALUATION,CENTRALITY,ENSEMBLE,MENTIONS,POPULATION,SOCIO,COMM,COG_PER,COG_PER_RATIO
,,,Mr. Bedrick,M,m_M,All,Male_Male,Chadwyck_1847_Ingraham_PaulPerrilthe,1847_Ingraham_PaulPerrilthe,m,non,1847,vic,0.108206992,0.3163817074,-0.2241014438,-0.1745944212,-0.9770977681,-0.3131711666,-0.4101953279,-0.2875318928,-0.1489607097,0.0829189332,-0.2353535331,-0.6975859683,-0.6650437179,-0.8387611055,0.1546906926,-1.0349967059,-0.4094258733,-0.0486197476,-0.116456037,-0.7847265164,0.0637752017,0.1825611948,0.2459458206,-0.2664744425,-0.6884936001,-0.8787810701,-0.0138801017,0.1094660453,-0.1933564563,-0.1518713284,-0.4532122877
,,,Arnold,M,m_M,All,Male_Male,Chadwyck_1847_Lippard_WashingtonandHis,1847_Lippard_WashingtonandHis,m,non,1847,vic,0.6792182044,0.6490567998,0.0428142596,-0.9468541928,-0.5847773292,-1.6894538033,1.4257032194,-1.1419706379,-0.9547308202,-0.0002948553,-0.1742617213,-0.755395303,-0.0590272851,0.5797508074,-2.1773962546,-1.7535558543,-0.5151854151,-0.5101228966,-1.0520724968,2.5314727491,-0.403806312,-0.9508755247,1.6088981471,-0.5122590752,-0.6884936001,-0.8307270662,-0.6854518316,2.0773453255,-0.6106663457,-1.7765547262,-0.7380566868
,,,Jermin,M,m_M,All,Male_Male,Chadwyck_1847_Melville_OmooANarrative,1847_Melville_OmooANarrative,m,can,1847,vic,0.8088015027,-0.9765509409,-0.4023789078,0.3764985381,-1.6508066599,-1.2805012484,-0.8490688724,1.8485649702,-0.670348394,0.7723844144,-0.8776302401,-1.0850644393,-0.6849439472,1.4795203062,-2.1856389908,-1.7178732864,0.6300578397,0.2306928484,1.6369586388,1.5309273028,1.7943227287,-2.37280795,-0.2047949952,-0.7152187023,-0.0343466195,-1.2104272216,0.0397691021,0.7859891873,0.0766069859,-2.1635176266,4.0855213327
,,,Locke,M,m_M,All,Male_Male,Chadwyck_1847_Thompson_LockeAmsdenor,1847_Thompson_LockeAmsdenor,m,non,1847,vic,-1.0153577874,-0.2156098834,-0.1380186265,0.9168033992,-0.3060945346,0.7013457484,-0.7370405769,0.1396874798,-0.7187969598,-0.8210850188,-0.0028146126,-0.9599419689,-0.485671391,0.5079759757,-0.8546573155,-0.889938195,-0.8760419224,-0.976804232,0.6197263876,-0.1436273809,-0.2310695133,-0.158552102,1.30155023,1.8676854505,-0.6884936001,-0.0147019544,0.5702641591,-0.9216985215,-0.6249427521,0.4638904215,0.3066416245
,,,Algernon,M,m_M,All,Male_Male,Chadwyck_1848_Bennett_TheRenegadeA,1848_Bennett_TheRenegadeA,m,non,1848,vic,0.3511835708,-1.843109456,0.4694693448,0.8198831173,0.3973765974,0.5204628876,-0.3945770617,-0.7147512654,-0.8954207331,0.7016275037,-0.1283409108,-1.1829134699,-0.9663043681,0.4724622678,-0.9153581893,0.0683684179,-0.4542048122,1.396863828,-0.0831600976,-0.2596252645,-0.4346277714,0.7820152826,0.8556995947,-0.7764275364,1.2739473417,-0.3966432918,0.3545262723,-0.6217206826,-1.0688161732,0.789157415,-0.3299868997
,,,Charles,M,m_M,All,Male_Male,Chadwyck_1848_Bennett_TheTrapperBride,1848_Bennett_TheTrapperBride,m,non,1848,vic,-0.9171953699,0.2812748957,-0.4868921266,0.6893558295,0.3540860662,0.8035838871,-0.4043765896,0.5669068524,-0.4926528723,-0.7737003133,0.7115790583,-0.3987049446,-0.4503229399,-0.3429117427,0.8204504092,-0.5104621893,-0.8226674017,0.6068406483,-0.1769760566,-0.0369903079,-0.2838502549,0.383043823,-0.0448516242,1.2505921836,-0.6884936001,1.6144656055,-0.0665387774,-0.8762200672,-0.5740602125,0.8107738592,-0.0069889164
,,,Arthur,M,f_M,All,Mixed,Chadwyck_1848_Bronte_TheTenantof,1848_Bronte_TheTenantof,f,can,1848,vic,-0.1351331022,-0.493064037,0.825098347,-0.0155477075,1.0142666669,-1.3237558456,-0.8490688724,0.994126225,-0.4886010861,0.2192954282,0.2232100374,-0.6026063319,-0.0779468623,0.3367074138,0.0466777367,0.2338602538,-0.7816608617,7.16616329955516e-05,-0.0977632709,-0.0562817536,2.7822330579,-0.5654327148,-0.048723166,-0.202861741,-0.6884936001,-0.6419223857,-0.4750369705,0.824259264,-0.2891636786,-1.3031786499,-0.678473614
,,,Spike,M,m_M,All,Male_Male,Chadwyck_1848_Cooper_JackTiervolume,1848_Cooper_JackTiervolume,m,can,1848,vic,-0.234790317,0.3603876775,-0.5428166606,0.2030640943,-0.6253622022,0.7642615261,-0.3518365544,-1.1419706379,-0.7882780528,-0.3774111347,-0.4339219719,-0.4982031766,0.5871729293,0.0243350232,-0.0781244255,0.6621158732,-0.9020036358,-0.6813743288,-0.3182061348,0.6106577875,-0.0012150536,-0.0109264828,-0.2389089867,-0.2929417136,0.6198003611,0.3252122885,-0.5117749531,-0.8199598885,-0.7336471536,0.5855423692,0.2282639626
,,,Bourdon,M,m_M,All,Male_Male,Chadwyck_1848_Cooper_TheOakOpenings,1848_Cooper_TheOakOpenings,m,can,1848,vic,-0.6748724902,0.2333183908,-1.0697947034,0.8846589974,-0.6957093154,0.9883989841,-0.6279221615,0.5669068524,-0.7693626089,-0.7111884481,-0.053238992,-0.838491869,-0.2522035507,1.2668934337,-0.3713559759,-0.3726161297,-0.7698090443,-0.6324956783,-0.392037524,0.6238051953,-0.4253547608,0.3018409372,-0.7098526492,-0.5629844417,-0.6884936001,0.0913613077,-0.489102767,-1.131084096,-0.80866274,0.9135209122,0.131109446
,,,Mr. Dombey,M,m_M,All,Male_Male,Chadwyck_1848_Dickens_DombeyandSon,1848_Dickens_DombeyandSon,m,can,1848,vic,-0.6026502036,-0.4170007156,-0.2588066568,0.8494343332,-0.3872642806,-0.6710046522,-0.2814590405,0.5669068524,0.6797517182,-0.6836714063,0.9053102597,2.5645552403,-0.2303646427,1.3238552052,1.1114189926,1.3608694158,0.0281334465,0.4881115644,0.6285718949,-0.287160646,-0.3288471373,0.8380128226,-0.3773812606,-0.2525861109,2.5822413028,-0.3204847171,-0.8701319595,0.4786688863,0.3870649399,-0.1044225418,-0.8511215045
,,,Paul,M,m_M,All,Male_Male,Chadwyck_1848_Lippard_PaulArdenheimthe,1848_Lippard_PaulArdenheimthe,m,non,1848,vic,-0.7882852758,-0.2536993118,-1.4635863589,1.5289674706,-1.3234220177,-0.8951421101,-0.7362489315,0.994126225,-0.8452305078,-0.7716698927,1.8298682858,-0.6391061545,0.2503068451,0.5222227389,-1.3095673844,0.5710091353,0.2499289722,5.0290962354,-0.2503516752,0.6811964116,-0.1211252503,2.5217162202,-0.7379015617,0.5502064648,0.6198003611,-0.1306205571,-0.695925247,0.4911387037,-1.5375096671,0.5548950888,-1.2272515398
,,,Charles,M,m_M,All,Male_Male,Chadwyck_1848_Newman_LossandGain,1848_Newman_LossandGain,m,non,1848,vic,-0.3581856331,1.2985647149,0.030799808,-0.7042219057,-0.3331511166,1.7787784411,-0.264406396,0.994126225,2.1174808137,-0.2554957472,1.5462178787,2.7788835988,0.7192257825,0.6422904424,0.7886194961,1.9481367262,0.5323370154,-0.6465194839,-0.0393580195,-0.0269412327,-0.398328494,-0.7172116877,-0.5553993341,2.7809076388,1.9280943223,1.4110546337,-0.017148908,-1.6818409461,2.191996469,1.0207190463,1.6574866121
,,,George,M,m_M,All,Male_Male,Chadwyck_1848_Thackeray_VanityFairA,1848_Thackeray_VanityFairA,m,can,1848,vic,0.2432236612,-0.4028785349,-0.8356618029,0.5893686444,-0.1599889918,-1.3276880817,-0.0378465606,0.994126225,-0.0397974191,0.2799943984,-0.3448918935,0.7731039555,-0.0759536425,0.4251337482,0.9322963103,1.1027459437,-0.4426446331,-0.5026551059,-0.1873667552,0.1456668483,0.6403262047,-0.0589428106,-0.0772301398,-0.6028115458,0.6198003611,-0.3879253663,-0.812424848,1.1592245116,-0.0197333547,-1.0557494023,-0.8935004345
,,,Lilian,F,m_F,All,Mixed,Chadwyck_1849_Bennett_Leni-LeotiorAdventures,1849_Bennett_Leni-LeotiorAdventures,m,non,1849,vic,-0.5650808393,0.2927435442,0.823730296,-0.2865785724,-0.6957093154,-0.2541876251,-0.8490688724,1.8485649702,-0.0436094556,-0.3941694796,-0.1855354344,-0.9179141106,-0.8457379224,-0.0050666446,-0.1362405853,-0.9992826635,1.1290063861,0.071860014,-0.6229718243,-1.2128471776,-0.2949667608,0.0787920324,-0.6209604965,-0.691918943,-0.6884936001,-0.5694370373,0.5586325875,-0.122055359,-0.0641186322,-0.1575798088,-0.3725344971
,,,Caroline,F,f_F,Female_Female,Female_Female,Chadwyck_1849_Bronte_ShirleyATale,1849_Bronte_ShirleyATale,f,can,1849,vic,-0.4250993458,1.0900417988,-0.2907303806,-0.3307884842,-0.4305548118,1.511386386,1.8706231706,-1.1419706379,-0.4462595371,-0.5539838469,-0.8234066887,-0.3742520082,0.6939422518,-1.4073103435,0.5198980048,0.3167898446,-0.796794527,-0.1836439622,0.5584830521,0.1897117917,-0.0118786874,0.4450733543,0.0228699905,-0.517600926,-0.0343466195,-0.1029596253,-0.6308796774,-0.5728346954,-0.5490758089,1.388738985,0.2896121439
,,,Roswell Gardiner,M,m_M,All,Male_Male,Chadwyck_1849_Cooper_TheSeaLions,1849_Cooper_TheSeaLions,m,can,1849,vic,-0.4218282779,-0.2560257885,-0.9584413804,1.0018193167,-1.5344633573,0.0250011384,-0.4634643444,-0.7147512654,-0.8916505489,-0.5439599058,-0.0802481316,-1.0394775829,-0.6483040653,2.2046088383,-0.8016225805,-0.5687508453,-1.1063103706,-1.0990707434,-0.3944290945,1.0770946648,-0.4269283481,-0.8233369093,-0.3705027308,-0.6470272607,-0.6884936001,-0.4357389391,-0.4610114943,-0.2115034525,-0.5894984693,-0.3878256631,0.5021910214
,,,Mary,F,f_F,Female_Female,Female_Female,Chadwyck_1849_Gaskell_MaryBartonA,1849_Gaskell_MaryBartonA,f,non,1849,vic,-0.5419960626,-0.0209265729,-0.3563971845,0.5794844288,0.4136105466,0.6305654985,-0.2544439925,-0.2875318928,-0.4682093078,-0.4951220918,0.4658609683,-0.2438988151,0.5734010802,1.8567435852,0.7430289888,0.7436041121,-0.3280663463,0.4602789262,0.3094841905,0.1671262307,-0.1182325773,0.8137095672,-0.391101197,0.4131316419,-0.6884936001,1.8452481117,-0.4181615195,-0.6618734731,-0.6788507239,0.8899649323,-0.2968172744
,,,Joseph,M,m_M,All,Male_Male,Chadwyck_1849_Jones_TheWesternMerchant,1849_Jones_TheWesternMerchant,m,non,1849,vic,-0.7100388144,0.029477339,-0.6412173265,0.8155377907,-0.4522000774,-0.513715208,-0.8490688724,-0.2875318928,0.2684356012,-0.5580757323,-0.1105080215,0.0531548041,-1.0214776072,0.4981916101,0.1775105058,-0.7677881771,-0.4271027406,-0.7559531247,0.5447861562,-0.5211326768,-0.8596395442,-1.9267214536,-0.4443574579,0.2918546144,-0.0343466195,-0.8305722193,0.3600774822,0.107565101,0.8219752441,-1.3500208565,2.4558310481
,,,Ralph,M,m_M,All,Male_Male,Chadwyck_1849_Lippard_Memoirsofa,1849_Lippard_Memoirsofa,m,non,1849,vic,-0.9414917448,0.5493196571,-1.0750562589,0.8415842743,-1.3071880685,-0.5491053329,-0.5223555927,-0.7147512654,-0.7444855692,-0.577358167,1.2047458312,-0.9393354855,-0.403897884,-0.3826940166,-0.7588795812,0.2591026229,-0.1935871898,4.3495900753,2.5697613369,0.763507227,-0.7679830984,3.0700490482,-0.8785392585,-0.1234899479,-0.6884936001,-0.2194148158,-0.2970263362,0.27238037,-1.6058474426,1.0936211465,-1.1945180451
,,,Brother Caleb,M,m_M,All,Male_Male,Chadwyck_1849_Lippard_TheManwith,1849_Lippard_TheManwith,m,non,1849,vic,-0.94537672,-0.7040974534,-1.0918607053,1.7502284788,-1.4451766367,-1.7287761644,-0.2515848568,0.1396874798,-0.4879537875,-0.844868145,1.7298038315,-0.9513613409,-0.3873448514,1.9404407623,-0.9755945098,0.2267765276,0.5307049403,3.9768127915,1.8138686034,0.9078372078,0.1879771739,0.7313450065,-1.3553701497,-0.6978093034,-0.6884936001,-0.3804787834,0.4934489073,1.4267535699,-0.6728967849,-0.9750668417,-1.2768214374
,,,Babbalanja,M,m_M,All,Male_Male,Chadwyck_1849_Melville_Mardianda,1849_Melville_Mardianda,m,can,1849,vic,0.1900589579,-0.2435613104,1.8263345805,-0.971274233,-0.5901886456,-1.3316203178,-0.2239479355,-1.1419706379,3.3905430511,-0.3184962386,1.010414835,1.7635194214,3.709105191,-0.1710242876,0.1129430346,-0.8998254868,1.0155747405,-0.3975449376,1.6132667353,-0.937023255,-0.5088955757,-2.0156822425,-0.6711074084,-0.0688822039,-0.6884936001,-0.8424510855,-0.5536186231,1.0866578359,3.7669001644,-2.026438084,1.3838117594
,,,Harry,M,m_M,All,Male_Male,Chadwyck_1849_Melville_RedburnHisFirst,1849_Melville_RedburnHisFirst,m,can,1849,vic,0.3464248531,-0.2915218576,0.3941360412,-0.2449118292,0.0050561584,-1.2451111235,-0.4101953279,-1.1419706379,0.169230916,0.1760899654,-0.0301477009,0.4278387213,-0.0471439243,0.8980952145,0.4575184185,-1.6086552451,-0.7221822689,-0.3770276699,3.626009984,0.4412078585,-0.2440297534,-1.3492516982,0.2459458206,0.0949277392,-0.6884936001,-0.7621720515,-0.1269187249,0.9340122425,0.5580881599,-1.6299833466,0.0197884568
,,,Morton,M,m_M,All,Male_Male,Chadwyck_1849_Motley_Merry-mountARomance,1849_Motley_Merry-mountARomance,m,non,1849,vic,-0.285470573,-1.4456951677,0.5158124676,0.9397196472,0.2079805234,0.5401240681,-0.4723366816,-1.1419706379,-0.2064930746,-0.2913316898,0.2900795502,0.0761402569,1.5754803867,0.111157308,-0.1399543704,0.5040823905,-0.7417235866,0.0279471138,-0.5701886512,-0.1210295478,-0.4368844887,-0.869467529,-0.1182472028,-0.7635218263,0.6198003611,-0.384662784,-0.3416400134,-0.6708907382,0.064661697,-0.0123325371,0.9604258164
,,,Harold,M,m_M,All,Male_Male,Chadwyck_1849_Paulding_ThePuritanand,1849_Paulding_ThePuritanand,m,non,1849,vic,2.4702710957,-0.8716792296,0.8842473047,-1.5371259116,0.7951083528,-0.0300501671,3.6893890404,-0.2875318928,-0.0228766983,2.3756409315,-1.7879777927,-0.0358957996,2.1167675116,-2.6987899251,0.0510682861,-0.5068358959,-0.5400497407,-0.8302674962,-0.6650584551,0.5888427427,1.4321616533,0.3180491124,0.631764026,-0.6627314184,-0.6884936001,-0.3971722644,-0.1152686154,1.5341658462,-0.1156484361,0.1340463484,-0.3751252884
,,,Pen,M,m_M,All,Male_Male,Chadwyck_1849_Thackeray_TheHistoryof,1849_Thackeray_TheHistoryof,m,can,1849,vic,-0.0639357637,0.5420413903,-0.9767458539,0.1994049124,0.4217275212,-0.5019184997,-0.2868728461,1.4213455976,0.2313039036,0.1451240988,0.1664533617,2.2715326811,0.8959784445,0.4214692063,1.1469668352,1.4771647194,-0.1508368091,-0.457897535,0.1908398963,0.1225908601,0.1626129908,-0.121693178,-0.1018087218,-0.2943420543,-0.6884936001,0.0903835264,-0.8734313935,0.3268554584,0.2522911834,-0.4482754814,-0.4039360056
,,,Margaret,F,m_F,All,Mixed,Chadwyck_1850_Bell_TheLadderof,1850_Bell_TheLadderof,m,non,1850,vic,-0.500798302,0.2894242502,0.9978793045,-0.4246061725,-0.771467745,0.3317155546,-0.4796915424,0.1396874798,0.4610125391,-0.5646296735,1.2065658126,0.5218973547,0.9868770512,-1.8621815011,0.4495488512,0.706636897,-0.0968718664,-0.4404943865,-0.0677470284,-0.2827582751,-0.6005760265,0.0392222877,-0.1760929299,-0.7154094717,1.2739473417,-0.5847118129,-0.5546365123,-0.4895039345,0.4193317233,0.2758868296,-0.0391195295
,,,Edgar,M,m_M,All,Male_Male,Chadwyck_1850_Bennett_OliverGoldfinchor,1850_Bennett_OliverGoldfinchor,m,non,1850,vic,-0.6874452971,0.2102337891,-0.2273022362,0.4404452259,-0.7958186687,0.1508326937,-0.4733341991,-0.7147512654,-0.5529711008,-0.5804619277,0.4570855243,-0.8826461349,-0.741442282,1.4798749863,0.1482928413,0.2098655986,-0.365576411,0.6678275654,-0.7316672143,0.7285936915,-0.4380038902,-0.9289203972,0.4268536098,0.3245467423,1.2739473417,0.4270737643,0.3445414385,-0.3268676593,-0.2416067693,-0.3427428426,0.7340489324
,,,Dunscomb,M,m_M,All,Male_Male,Chadwyck_1850_Cooper_TheWaysof,1850_Cooper_TheWaysof,m,can,1850,vic,1.1647819593,-1.8343633968,0.6653775425,0.1550761313,0.3189125096,1.0552469978,0.9300065981,-0.7147512654,-0.9289676095,0.1788711656,-1.52157709,-1.0980309402,-0.7868170803,-0.3624686034,-1.1989588621,-0.8791180745,-0.6810468655,-0.7413510189,-0.5102527294,-0.1413854692,-0.5031371012,0.2918300217,1.89028227,-0.7478847251,-0.6884936001,-0.818498666,-0.4254175566,-0.55361929,-0.9548951162,0.9602588296,0.1702752363
,,,Mr. Peggotty,M,m_M,All,Male_Male,Chadwyck_1850_Dickens_ThePersonalHistory,1850_Dickens_ThePersonalHistory,m,can,1850,vic,0.504069019,1.0265819453,1.2694436292,-1.7818037245,-0.622656544,-1.3001624289,3.4496046912,-1.1419706379,2.1347856523,0.0688067127,0.2812345246,1.1008204841,1.4158004383,-0.7455346161,0.4441866321,1.7212515381,-0.2326232809,-1.0052524588,-0.460836015,-0.559026847,-0.4706222678,-0.424967868,-0.5964401623,-0.5760636572,3.2363882834,-0.9248932146,-0.8751510102,2.5599324535,2.1215580547,-1.2154728657,-0.7314490323
,,,Hester,M,m_M,All,Male_Male,Chadwyck_1850_Hawthorne_TheScarletLetter,1850_Hawthorne_TheScarletLetter,m,can,1850,vic,-0.4826838201,-0.2368242632,1.1548216008,-0.1477825834,-0.5360754816,1.3108423447,-0.8490688724,-0.2875318928,-0.1608484234,-0.3795568388,1.0694087614,-0.5118557416,-0.4578335618,-1.7335020739,0.2524186917,-1.3662751542,-0.0828626297,0.7095183487,-0.7385843636,0.3588860267,-0.6533730104,0.5698249705,-0.2822947964,0.192841206,0.6198003611,-0.1569664935,0.6777546806,-1.5067363147,-0.3192461453,1.2953656759,0.120901728
,,,Richard,M,m_M,All,Male_Male,Chadwyck_1850_Judd_RichardEdneyand,1850_Judd_RichardEdneyand,m,non,1850,vic,-0.4980317954,1.0662779715,-0.4245798274,-0.1899893231,-0.4089095462,0.685616804,-0.336322927,0.994126225,-0.3991661541,-0.6514234584,0.257662354,0.165505471,1.1983375045,0.8839800341,0.9868326184,0.2323375026,-0.2025117041,-0.0120760479,0.532925593,0.0184321221,-0.3561778269,0.5412391224,-0.0925437379,4.396895881,-0.6884936001,1.8356099367,-0.2748092642,-0.7440386667,-0.5335542752,0.7977896719,-0.1468076717
,,,God,M,m_M,All,Male_Male,Chadwyck_1850_Kingsley_AltonLockeTailor,1850_Kingsley_AltonLockeTailor,m,non,1850,vic,-0.3495605174,1.2256546927,-1.3582728262,0.1157427024,1.4931681683,2.337155968,-0.8490688724,-0.7147512654,-0.5006461897,-0.4761070974,-0.472129492,-0.8220544443,0.0628716639,0.2013030708,-1.7234931688,-1.0465771628,0.7305870681,-0.8547118951,0.8191604229,-0.9318386665,-0.8596395442,-0.2928290346,3.4485779166,-0.3203350522,-0.0343466195,-1.288483733,-0.363582946,-2.414780861,-0.3812176058,1.6623362464,1.4091969712
,,,Seymour,M,f_M,All,Mixed,Chadwyck_1850_Kirkland_ForestLifevolume,1850_Kirkland_ForestLifevolume,f,non,1850,vic,-0.0365167587,-0.2437649152,-0.6277184441,0.5486456635,0.3189125096,3.2297735638,0.2424884573,0.994126225,-0.3537885043,-0.108201078,-0.2389962337,-1.0223812901,-1.3438824511,-0.9144127326,-0.2481247914,-0.8597510129,0.0334024206,0.2108913927,-1.0520724968,-0.0139595838,-0.8596395442,0.3247719356,1.2998034152,-0.4650864498,-0.6884936001,-1.1136594567,-0.0049562005,-2.7584978837,-0.4269786481,2.6579465189,1.2061644614
,,,Mike,M,f_M,All,Mixed,Chadwyck_1850_Kirkland_TheFountainand,1850_Kirkland_TheFountainand,f,non,1850,vic,0.2671047296,-0.5684161482,-0.3391621424,0.4151414683,-0.2249247886,-0.3328323472,1.0986118264,0.5669068524,-0.0842715876,-0.1490951235,0.2552214847,-0.6796048954,-0.9087865148,0.7390204196,0.0159893442,-0.5922122318,-0.1296692979,0.3594022238,-1.0520724968,-0.0857035558,0.3112262277,-0.8189689156,-0.8477634137,-0.770960845,1.2739473417,-0.9110559407,0.1311025372,0.7433986626,0.1639480926,-0.66235122,0.2241693074
,,,Jack,M,m_M,All,Male_Male,Chadwyck_1850_Melville_White-JacketorThe,1850_Melville_White-JacketorThe,m,can,1850,vic,1.9999531502,-1.7173213408,-0.7029265825,0.2694023929,0.3405577752,-1.8349465392,-0.3185923861,2.2757843428,-0.1319007474,1.8366237136,-0.3446687986,-0.5040863854,-0.2695448048,2.0757436302,-0.5311010716,-2.0757954799,-0.3046665264,1.460047702,1.2097293302,1.0369890633,0.6285635917,-1.2959369423,6.8707050743,0.8325828026,-0.6884936001,-1.0959963704,-0.296840876,1.4933082253,0.2607876577,-2.0596932936,-0.6349109716
,,,Fritz,M,m_M,All,Male_Male,Chadwyck_1850_Mitchell_TheLorgnetteor,1850_Mitchell_TheLorgnetteor,m,non,1850,vic,6.4065590521,-4.1034621609,1.0069264933,-1.9517810344,6.552749002,0.3710379156,-0.4943127169,0.5669068524,-0.7786451824,7.5505752665,-2.7830628415,0.7407916492,3.2434606853,-0.0586449279,-3.6280321143,-2.2983316111,2.9426151709,-1.5712382678,-0.2957824389,-1.5080278449,-0.8596395442,-1.5473309861,-0.0609730815,-0.0697386668,-0.6884936001,-1.0947449154,-0.1920685828,-0.5302694985,-0.2692836614,-0.4782916145,2.2413214951
,,,Henrich,M,m_M,All,Male_Male,Chadwyck_1850_Myers_TheKingof,1850_Myers_TheKingof,m,non,1850,vic,2.3300454624,-0.8989253022,1.4422145379,-1.7336921205,-0.29797756,0.4024958044,0.6081200735,0.1396874798,-0.1503119159,3.8040642372,-1.4173808059,-0.4077551818,0.8945313058,-0.0277841016,-0.5287619149,-0.4076797675,-0.0750653486,-1.4862711975,-0.1644949121,0.2335483379,0.6003641807,-0.42300924,-0.2160475518,-0.5308342126,-0.0343466195,-0.1417351604,0.0518251379,-0.1076200948,-0.0151409669,0.1020327884,0.3525017724
,,,Alphonse D'Erlach,M,m_M,All,Male_Male,Chadwyck_1850_Simms_TheLilyand,1850_Simms_TheLilyand,m,non,1850,vic,0.2754216055,1.8683238427,1.2670522643,-2.2282211548,0.6571197846,0.0721879716,-0.8490688724,0.994126225,0.3584712036,-0.0184045274,-1.7112570124,-0.0964308168,-1.1395570411,-0.1567794138,-0.1320893937,-0.8910949483,0.2471440469,-1.4264402205,-1.0520724968,-1.0323652643,-0.3620215732,-0.7787834721,-0.708171538,-0.7604763505,1.2739473417,-1.0668719759,-0.2895717973,-0.4108204829,0.5659157215,-0.3293070497,0.4865091005
,,,Lady Ravelgold,F,m_F,All,Mixed,Chadwyck_1850_Willis_PeopleIHave,1850_Willis_PeopleIHave,m,non,1850,vic,0.2960226512,-1.9185249986,-1.4627540699,1.9872191708,-0.8255809089,-0.6356145272,-0.5371953253,0.1396874798,-0.3894907491,0.255950827,0.2321271986,-0.9799596918,-0.4516484707,-0.6687733352,-0.7474359303,-1.201369801,0.9013752106,2.7567909474,-1.0520724968,-0.1881949443,-0.4221731908,-0.3508742311,0.9204929725,-0.7230761247,-0.6884936001,-1.0341559913,0.044097084,0.3428566297,-0.2601056462,-0.6649873042,-0.3535811297
,,,Rosalie,F,m_F,All,Mixed,Chadwyck_1851_Bennett_RosalieDuPont,1851_Bennett_RosalieDuPont,m,non,1851,vic,1.5565751451,-2.1191033331,4.8603209844,-2.2421508907,2.0018319099,0.0564590272,2.0724522184,0.994126225,0.520916396,2.8191322382,-0.9456814097,-0.8612645009,-1.0718117192,-0.9628504954,-0.4367370408,-0.217100262,1.5388975535,-1.2305369923,-1.0520724968,-1.8577797155,1.4820918801,-1.6226787695,0.9288600072,-0.7628930209,-0.0343466195,-0.6397358798,0.4552389624,0.7969040219,0.9678833322,-0.7587927598,2.0966552915
,,,Black Jack,M,m_M,All,Male_Male,Chadwyck_1851_Borrow_LavengrotheScholar,1851_Borrow_LavengrotheScholar,m,non,1851,vic,-0.9505974067,0.4470739814,1.730990767,-0.6419251582,-1.7996178609,-0.8361585686,-0.8490688724,0.5669068524,6.1162510249,-0.9096110924,2.8821965671,0.2460016198,-1.3417347136,-0.1421033993,0.0612637057,1.7484345044,2.7200690235,0.6811756275,0.6285718949,-0.5831284397,-0.8596395442,-0.8357129222,0.0828488322,-0.6936335565,1.2739473417,-1.2610021149,-0.6494228378,0.392851127,5.9651844929,-1.0598156471,-0.1455862739
,,,Hepzibah,F,m_F,All,Mixed,Chadwyck_1851_Hawthorne_TheHouseof,1851_Hawthorne_TheHouseof,m,can,1851,vic,-0.312886794,-1.3334418426,-0.3306614158,1.3493673452,-0.2519813706,0.3828346239,-0.454286179,-1.1419706379,-0.5762791538,0.1172640534,0.5594378491,-0.6118141847,-0.2268574869,0.1031583367,0.2264464909,-0.3844105071,-0.6034272451,0.7115128431,0.2103590756,-0.9768590416,-0.3981700127,0.1176573573,-0.7551859571,-0.2539567582,-0.6884936001,0.2345808319,0.0132611437,-0.5243509268,-0.5735793199,0.3542011134,-0.0605355629
,,,Margaret,F,m_F,All,Mixed,Chadwyck_1851_Judd_MargaretATale,1851_Judd_MargaretATale,m,non,1851,vic,-0.7797854945,1.041548378,-0.3198621519,-0.0403455098,-1.2638975373,-0.8715486935,-0.3171193535,0.5669068524,-0.217163307,-0.6210541539,0.4797082097,0.3185517178,0.889586573,-2.4316169465,0.9093793601,0.2232883925,0.0717794258,0.2381089289,0.5859870202,1.6615423343,-0.1549254904,1.0558425519,-0.5466526786,3.7025079102,-0.6884936001,0.7008212217,-0.5319165746,0.6415311637,-0.5159351276,-0.1517667959,-0.9858339655
,,,Ahab,M,m_M,All,Male_Male,Chadwyck_1851_Melville_Moby-DickorThe,1851_Melville_Moby-DickorThe,m,can,1851,vic,1.4598804001,0.0454940415,0.5588318045,-1.3296710753,0.554304773,-1.0602960265,-0.1890574717,-1.1419706379,-0.5368662968,1.6446167084,0.6210779539,-0.0152676225,1.9118327789,-1.357599696,-1.3591055098,-0.7195635993,-0.1929816695,-0.4936714883,0.0032159646,2.5019180088,0.9919620638,0.746396118,-1.3553701497,-0.6713076181,-0.0343466195,-1.0426069162,-0.6145148248,0.8608572166,-0.7230812375,-0.4507385307,-0.9926142586
