"source","target","weight","type"
"feel","life",257,"undirected"
"think","life",287,"undirected"
"look","life",154,"undirected"
"mind","life",89,"undirected"
"see","pictur",91,"undirected"
"feel","pictur",31,"undirected"
"think","pictur",67,"undirected"
"look","pictur",80,"undirected"
"mind","pictur",27,"undirected"
"see","sweet",58,"undirected"
"feel","sweet",52,"undirected"
"think","sweet",100,"undirected"
"look","sweet",89,"undirected"
"mind","sweet",39,"undirected"
"see","fascin",14,"undirected"
"feel","fascin",18,"undirected"
"think","fascin",13,"undirected"
"look","fascin",14,"undirected"
"mind","fascin",5,"undirected"
"see","soft",79,"undirected"
"feel","soft",58,"undirected"
"think","soft",93,"undirected"
"look","soft",125,"undirected"
"mind","soft",22,"undirected"
"see","calm",63,"undirected"
"feel","calm",74,"undirected"
"think","calm",63,"undirected"
"look","calm",85,"undirected"
"mind","calm",46,"undirected"
"see","reliev",32,"undirected"
"feel","reliev",55,"undirected"
"think","reliev",37,"undirected"
"look","reliev",19,"undirected"
"mind","reliev",29,"undirected"
"see","gentl",91,"undirected"
"feel","gentl",68,"undirected"
"think","gentl",93,"undirected"
"look","gentl",104,"undirected"
"mind","gentl",38,"undirected"
"see","lone",7,"undirected"
"feel","lone",17,"undirected"
"think","lone",24,"undirected"
"look","lone",12,"undirected"
"mind","lone",8,"undirected"
"see","prais",26,"undirected"
"feel","prais",39,"undirected"
"think","prais",44,"undirected"
"look","prais",25,"undirected"
"mind","prais",10,"undirected"
"see","sure",179,"undirected"
"feel","sure",205,"undirected"
"think","sure",288,"undirected"
"look","sure",140,"undirected"
"mind","sure",54,"undirected"
"see","walk",256,"undirected"
"feel","walk",133,"undirected"
"think","walk",192,"undirected"
"look","walk",194,"undirected"
"mind","walk",51,"undirected"
"see","bent",53,"undirected"
"feel","bent",31,"undirected"
"think","bent",27,"undirected"
"look","bent",55,"undirected"
"mind","bent",17,"undirected"
"see","earnest",94,"undirected"
"feel","earnest",60,"undirected"
"think","earnest",76,"undirected"
"look","earnest",187,"undirected"
"mind","earnest",30,"undirected"
"see","window",187,"undirected"
"feel","window",51,"undirected"
"think","window",77,"undirected"
"look","window",239,"undirected"
"mind","window",27,"undirected"
"see","vain",42,"undirected"
"feel","vain",38,"undirected"
"think","vain",69,"undirected"
"look","vain",69,"undirected"
"mind","vain",19,"undirected"
"see","amus",59,"undirected"
"feel","amus",31,"undirected"
"think","amus",58,"undirected"
"look","amus",44,"undirected"
"mind","amus",29,"undirected"
"see","book",62,"undirected"
"feel","book",34,"undirected"
"think","book",78,"undirected"
"look","book",98,"undirected"
"mind","book",28,"undirected"
"see","forgot",29,"undirected"
"feel","forgot",18,"undirected"
"think","forgot",42,"undirected"
"look","forgot",30,"undirected"
"mind","forgot",15,"undirected"
"see","world",137,"undirected"
"feel","world",123,"undirected"
"think","world",179,"undirected"
"look","world",84,"undirected"
"mind","world",41,"undirected"
"see","divid",5,"undirected"
"feel","divid",13,"undirected"
"think","divid",11,"undirected"
"look","divid",9,"undirected"
"mind","divid",5,"undirected"
"see","capabl",15,"undirected"
"feel","capabl",21,"undirected"
"think","capabl",17,"undirected"
"look","capabl",6,"undirected"
"mind","capabl",11,"undirected"
"see","friendship",20,"undirected"
"feel","friendship",40,"undirected"
"think","friendship",33,"undirected"
"look","friendship",12,"undirected"
"mind","friendship",15,"undirected"
"see","earli",62,"undirected"
"feel","earli",36,"undirected"
"think","earli",57,"undirected"
"look","earli",30,"undirected"
"mind","earli",42,"undirected"
"see","endur",23,"undirected"
"feel","endur",36,"undirected"
"think","endur",41,"undirected"
"look","endur",26,"undirected"
"mind","endur",12,"undirected"
"see","relief",26,"undirected"
"feel","relief",65,"undirected"
"think","relief",35,"undirected"
"look","relief",21,"undirected"
"mind","relief",27,"undirected"
"see","strength",34,"undirected"
"feel","strength",55,"undirected"
"think","strength",40,"undirected"
"look","strength",35,"undirected"
"mind","strength",59,"undirected"
"see","beam",15,"undirected"
"feel","beam",9,"undirected"
"think","beam",5,"undirected"
"look","beam",16,"undirected"
"mind","beam",10,"undirected"
"see","felt",370,"undirected"
"feel","felt",312,"undirected"
"think","felt",363,"undirected"
"look","felt",303,"undirected"
"mind","felt",144,"undirected"
"see","prospect",36,"undirected"
"feel","prospect",44,"undirected"
"think","prospect",37,"undirected"
"look","prospect",23,"undirected"
"mind","prospect",13,"undirected"
"see","interest",127,"undirected"
"feel","interest",205,"undirected"
"think","interest",176,"undirected"
"look","interest",112,"undirected"
"mind","interest",79,"undirected"
"see","refus",53,"undirected"
"feel","refus",53,"undirected"
"think","refus",59,"undirected"
"look","refus",27,"undirected"
"mind","refus",18,"undirected"
"see","bless",49,"undirected"
"feel","bless",37,"undirected"
"think","bless",57,"undirected"
"look","bless",34,"undirected"
"mind","bless",17,"undirected"
"see","sleep",60,"undirected"
"feel","sleep",37,"undirected"
"think","sleep",105,"undirected"
"look","sleep",45,"undirected"
"mind","sleep",49,"undirected"
"see","tender",116,"undirected"
"feel","tender",181,"undirected"
"think","tender",113,"undirected"
"look","tender",138,"undirected"
"mind","tender",61,"undirected"
"see","tranquil",16,"undirected"
"feel","tranquil",13,"undirected"
"think","tranquil",23,"undirected"
"look","tranquil",18,"undirected"
"mind","tranquil",37,"undirected"
"see","stole",28,"undirected"
"feel","stole",24,"undirected"
"think","stole",30,"undirected"
"look","stole",28,"undirected"
"mind","stole",14,"undirected"
"see","exquisit",11,"undirected"
"feel","exquisit",13,"undirected"
"think","exquisit",13,"undirected"
"look","exquisit",13,"undirected"
"mind","exquisit",8,"undirected"
"see","must",412,"undirected"
"feel","must",339,"undirected"
"think","must",531,"undirected"
"look","must",235,"undirected"
"mind","must",128,"undirected"
"see","pride",47,"undirected"
"feel","pride",76,"undirected"
"think","pride",57,"undirected"
"look","pride",36,"undirected"
"mind","pride",20,"undirected"
"see","assur",75,"undirected"
"feel","assur",70,"undirected"
"think","assur",51,"undirected"
"look","assur",59,"undirected"
"mind","assur",29,"undirected"
"see","decid",47,"undirected"
"feel","decid",40,"undirected"
"think","decid",47,"undirected"
"look","decid",33,"undirected"
"mind","decid",22,"undirected"
"see","sooth",27,"undirected"
"feel","sooth",51,"undirected"
"think","sooth",37,"undirected"
"look","sooth",33,"undirected"
"mind","sooth",45,"undirected"
"see","grief",36,"undirected"
"feel","grief",49,"undirected"
"think","grief",44,"undirected"
"look","grief",32,"undirected"
"mind","grief",32,"undirected"
"see","weep",28,"undirected"
"feel","weep",24,"undirected"
"think","weep",30,"undirected"
"look","weep",21,"undirected"
"mind","weep",16,"undirected"
"see","quiet",100,"undirected"
"feel","quiet",80,"undirected"
"think","quiet",111,"undirected"
"look","quiet",130,"undirected"
"mind","quiet",50,"undirected"
"see","esteem",15,"undirected"
"feel","esteem",33,"undirected"
"think","esteem",26,"undirected"
"look","esteem",9,"undirected"
"mind","esteem",13,"undirected"
"see","daili",37,"undirected"
"feel","daili",22,"undirected"
"think","daili",27,"undirected"
"look","daili",20,"undirected"
"mind","daili",13,"undirected"
"see","declin",26,"undirected"
"feel","declin",17,"undirected"
"think","declin",27,"undirected"
"look","declin",20,"undirected"
"mind","declin",4,"undirected"
"see","seem",342,"undirected"
"feel","seem",349,"undirected"
"think","seem",492,"undirected"
"look","seem",408,"undirected"
"mind","seem",191,"undirected"
"see","repent",12,"undirected"
"feel","repent",16,"undirected"
"think","repent",17,"undirected"
"look","repent",16,"undirected"
"mind","repent",10,"undirected"
"see","gratifi",24,"undirected"
"feel","gratifi",37,"undirected"
"think","gratifi",30,"undirected"
"look","gratifi",18,"undirected"
"mind","gratifi",14,"undirected"
"see","dissip",7,"undirected"
"feel","dissip",9,"undirected"
"think","dissip",14,"undirected"
"look","dissip",7,"undirected"
"mind","dissip",11,"undirected"
"see","fond",47,"undirected"
"feel","fond",48,"undirected"
"think","fond",63,"undirected"
"look","fond",48,"undirected"
"mind","fond",17,"undirected"
"see","grace",144,"undirected"
"feel","grace",112,"undirected"
"think","grace",160,"undirected"
"look","grace",142,"undirected"
"mind","grace",40,"undirected"
"see","see",493,"undirected"
"feel","see",315,"undirected"
"think","see",526,"undirected"
"look","see",578,"undirected"
"mind","see",156,"undirected"
"see","forget",52,"undirected"
"feel","forget",47,"undirected"
"think","forget",79,"undirected"
"look","forget",47,"undirected"
"mind","forget",25,"undirected"
"see","furnitur",13,"undirected"
"feel","furnitur",6,"undirected"
"think","furnitur",9,"undirected"
"look","furnitur",12,"undirected"
"mind","furnitur",1,"undirected"
"see","displeasur",29,"undirected"
"feel","displeasur",19,"undirected"
"think","displeasur",17,"undirected"
"look","displeasur",32,"undirected"
"mind","displeasur",9,"undirected"
"see","enjoy",49,"undirected"
"feel","enjoy",42,"undirected"
"think","enjoy",56,"undirected"
"look","enjoy",45,"undirected"
"mind","enjoy",32,"undirected"
"see","futur",40,"undirected"
"feel","futur",58,"undirected"
"think","futur",88,"undirected"
"look","futur",53,"undirected"
"mind","futur",48,"undirected"
"see","excus",38,"undirected"
"feel","excus",30,"undirected"
"think","excus",39,"undirected"
"look","excus",20,"undirected"
"mind","excus",12,"undirected"
"see","glad",172,"undirected"
"feel","glad",90,"undirected"
"think","glad",124,"undirected"
"look","glad",81,"undirected"
"mind","glad",28,"undirected"
"see","blush",74,"undirected"
"feel","blush",61,"undirected"
"think","blush",82,"undirected"
"look","blush",83,"undirected"
"mind","blush",18,"undirected"
"see","wish",404,"undirected"
"feel","wish",278,"undirected"
"think","wish",386,"undirected"
"look","wish",195,"undirected"
"mind","wish",103,"undirected"
"see","footstep",35,"undirected"
"feel","footstep",9,"undirected"
"think","footstep",18,"undirected"
"look","footstep",11,"undirected"
"mind","footstep",6,"undirected"
"see","sat",136,"undirected"
"feel","sat",100,"undirected"
"think","sat",167,"undirected"
"look","sat",214,"undirected"
"mind","sat",52,"undirected"
"see","hasten",49,"undirected"
"feel","hasten",24,"undirected"
"think","hasten",27,"undirected"
"look","hasten",21,"undirected"
"mind","hasten",16,"undirected"
"see","inquiri",29,"undirected"
"feel","inquiri",14,"undirected"
"think","inquiri",29,"undirected"
"look","inquiri",38,"undirected"
"mind","inquiri",7,"undirected"
"see","poor",167,"undirected"
"feel","poor",140,"undirected"
"think","poor",237,"undirected"
"look","poor",124,"undirected"
"mind","poor",47,"undirected"
"see","read",146,"undirected"
"feel","read",123,"undirected"
"think","read",182,"undirected"
"look","read",134,"undirected"
"mind","read",58,"undirected"
"see","longer",71,"undirected"
"feel","longer",92,"undirected"
"think","longer",90,"undirected"
"look","longer",64,"undirected"
"mind","longer",42,"undirected"
"see","rous",37,"undirected"
"feel","rous",29,"undirected"
"think","rous",41,"undirected"
"look","rous",38,"undirected"
"mind","rous",18,"undirected"
"see","care",188,"undirected"
"feel","care",120,"undirected"
"think","care",252,"undirected"
"look","care",130,"undirected"
"mind","care",64,"undirected"
"see","sit",139,"undirected"
"feel","sit",64,"undirected"
"think","sit",96,"undirected"
"look","sit",110,"undirected"
"mind","sit",32,"undirected"
"see","stair",75,"undirected"
"feel","stair",28,"undirected"
"think","stair",49,"undirected"
"look","stair",54,"undirected"
"mind","stair",6,"undirected"
"see","went",308,"undirected"
"feel","went",152,"undirected"
"think","went",296,"undirected"
"look","went",288,"undirected"
"mind","went",71,"undirected"
"see","eleg",22,"undirected"
"feel","eleg",17,"undirected"
"think","eleg",30,"undirected"
"look","eleg",22,"undirected"
"mind","eleg",15,"undirected"
"see","gone",155,"undirected"
"feel","gone",109,"undirected"
"think","gone",173,"undirected"
"look","gone",95,"undirected"
"mind","gone",40,"undirected"
"see","pale",100,"undirected"
"feel","pale",37,"undirected"
"think","pale",47,"undirected"
"look","pale",157,"undirected"
"mind","pale",11,"undirected"
"see","scream",16,"undirected"
"feel","scream",5,"undirected"
"think","scream",12,"undirected"
"look","scream",14,"undirected"
"see","entreat",28,"undirected"
"feel","entreat",18,"undirected"
"think","entreat",18,"undirected"
"look","entreat",23,"undirected"
"mind","entreat",4,"undirected"
"see","messag",39,"undirected"
"feel","messag",12,"undirected"
"think","messag",28,"undirected"
"look","messag",20,"undirected"
"mind","messag",7,"undirected"
"see","agreeabl",37,"undirected"
"feel","agreeabl",24,"undirected"
"think","agreeabl",48,"undirected"
"look","agreeabl",19,"undirected"
"mind","agreeabl",8,"undirected"
"see","entreati",12,"undirected"
"feel","entreati",11,"undirected"
"think","entreati",17,"undirected"
"look","entreati",22,"undirected"
"mind","entreati",8,"undirected"
"see","spare",24,"undirected"
"feel","spare",35,"undirected"
"think","spare",27,"undirected"
"look","spare",19,"undirected"
"mind","spare",10,"undirected"
"see","cottag",43,"undirected"
"feel","cottag",13,"undirected"
"think","cottag",27,"undirected"
"look","cottag",23,"undirected"
"mind","cottag",9,"undirected"
"see","neat",15,"undirected"
"feel","neat",4,"undirected"
"think","neat",6,"undirected"
"look","neat",22,"undirected"
"see","weari",33,"undirected"
"feel","weari",46,"undirected"
"think","weari",57,"undirected"
"look","weari",50,"undirected"
"mind","weari",14,"undirected"
"see","ask",372,"undirected"
"feel","ask",171,"undirected"
"think","ask",387,"undirected"
"look","ask",315,"undirected"
"mind","ask",77,"undirected"
"see","convinc",39,"undirected"
"feel","convinc",64,"undirected"
"think","convinc",70,"undirected"
"look","convinc",26,"undirected"
"mind","convinc",28,"undirected"
"see","motionless",17,"undirected"
"feel","motionless",12,"undirected"
"think","motionless",8,"undirected"
"look","motionless",24,"undirected"
"mind","motionless",4,"undirected"
"see","subsid",14,"undirected"
"feel","subsid",8,"undirected"
"think","subsid",9,"undirected"
"look","subsid",9,"undirected"
"mind","subsid",7,"undirected"
"see","sake",44,"undirected"
"feel","sake",26,"undirected"
"think","sake",65,"undirected"
"look","sake",27,"undirected"
"mind","sake",9,"undirected"
"see","ill",65,"undirected"
"feel","ill",68,"undirected"
"think","ill",101,"undirected"
"look","ill",63,"undirected"
"mind","ill",27,"undirected"
"see","wait",131,"undirected"
"feel","wait",57,"undirected"
"think","wait",119,"undirected"
"look","wait",86,"undirected"
"mind","wait",42,"undirected"
"see","resolut",58,"undirected"
"feel","resolut",57,"undirected"
"think","resolut",67,"undirected"
"look","resolut",41,"undirected"
"mind","resolut",32,"undirected"
"see","husband",112,"undirected"
"feel","husband",95,"undirected"
"think","husband",139,"undirected"
"look","husband",84,"undirected"
"mind","husband",42,"undirected"
"see","knew",293,"undirected"
"feel","knew",248,"undirected"
"think","knew",335,"undirected"
"look","knew",223,"undirected"
"mind","knew",107,"undirected"
"see","certainti",8,"undirected"
"feel","certainti",17,"undirected"
"think","certainti",9,"undirected"
"look","certainti",6,"undirected"
"mind","certainti",12,"undirected"
"see","sometim",99,"undirected"
"feel","sometim",83,"undirected"
"think","sometim",175,"undirected"
"look","sometim",80,"undirected"
"mind","sometim",41,"undirected"
"see","dress",125,"undirected"
"feel","dress",64,"undirected"
"think","dress",106,"undirected"
"look","dress",117,"undirected"
"mind","dress",27,"undirected"
"see","bend",35,"undirected"
"feel","bend",19,"undirected"
"think","bend",16,"undirected"
"look","bend",27,"undirected"
"mind","bend",4,"undirected"
"see","reviv",25,"undirected"
"feel","reviv",36,"undirected"
"think","reviv",21,"undirected"
"look","reviv",15,"undirected"
"mind","reviv",16,"undirected"
"see","vex",30,"undirected"
"feel","vex",30,"undirected"
"think","vex",25,"undirected"
"look","vex",23,"undirected"
"mind","vex",8,"undirected"
"see","offend",26,"undirected"
"feel","offend",20,"undirected"
"think","offend",29,"undirected"
"look","offend",20,"undirected"
"mind","offend",4,"undirected"
"see","bed",89,"undirected"
"feel","bed",45,"undirected"
"think","bed",66,"undirected"
"look","bed",91,"undirected"
"mind","bed",29,"undirected"
"see","health",49,"undirected"
"feel","health",31,"undirected"
"think","health",33,"undirected"
"look","health",26,"undirected"
"mind","health",25,"undirected"
"see","nobodi",42,"undirected"
"feel","nobodi",14,"undirected"
"think","nobodi",38,"undirected"
"look","nobodi",22,"undirected"
"mind","nobodi",4,"undirected"
"see","ceas",32,"undirected"
"feel","ceas",29,"undirected"
"think","ceas",32,"undirected"
"look","ceas",33,"undirected"
"mind","ceas",12,"undirected"
"see","displeas",22,"undirected"
"feel","displeas",7,"undirected"
"think","displeas",27,"undirected"
"look","displeas",26,"undirected"
"mind","displeas",2,"undirected"
"see","frequent",55,"undirected"
"feel","frequent",41,"undirected"
"think","frequent",52,"undirected"
"look","frequent",32,"undirected"
"mind","frequent",16,"undirected"
"see","indign",27,"undirected"
"feel","indign",61,"undirected"
"think","indign",43,"undirected"
"look","indign",53,"undirected"
"mind","indign",15,"undirected"
"see","visit",138,"undirected"
"feel","visit",71,"undirected"
"think","visit",101,"undirected"
"look","visit",54,"undirected"
"mind","visit",30,"undirected"
"see","excess",16,"undirected"
"feel","excess",18,"undirected"
"think","excess",22,"undirected"
"look","excess",18,"undirected"
"mind","excess",2,"undirected"
"see","miss",562,"undirected"
"feel","miss",283,"undirected"
"think","miss",536,"undirected"
"look","miss",426,"undirected"
"mind","miss",131,"undirected"
"see","plan",62,"undirected"
"feel","plan",52,"undirected"
"think","plan",67,"undirected"
"look","plan",18,"undirected"
"mind","plan",32,"undirected"
"see","garden",68,"undirected"
"feel","garden",17,"undirected"
"think","garden",36,"undirected"
"look","garden",35,"undirected"
"mind","garden",9,"undirected"
"see","selfish",17,"undirected"
"feel","selfish",28,"undirected"
"think","selfish",34,"undirected"
"look","selfish",8,"undirected"
"mind","selfish",9,"undirected"
"see","carriag",110,"undirected"
"feel","carriag",36,"undirected"
"think","carriag",50,"undirected"
"look","carriag",62,"undirected"
"mind","carriag",21,"undirected"
"see","constant",39,"undirected"
"feel","constant",53,"undirected"
"think","constant",49,"undirected"
"look","constant",23,"undirected"
"mind","constant",23,"undirected"
"see","marriag",33,"undirected"
"feel","marriag",44,"undirected"
"think","marriag",53,"undirected"
"look","marriag",32,"undirected"
"mind","marriag",26,"undirected"
"see","letter",195,"undirected"
"feel","letter",158,"undirected"
"think","letter",172,"undirected"
"look","letter",117,"undirected"
"mind","letter",62,"undirected"
"see","week",72,"undirected"
"feel","week",49,"undirected"
"think","week",81,"undirected"
"look","week",43,"undirected"
"mind","week",26,"undirected"
"see","embarrass",31,"undirected"
"feel","embarrass",49,"undirected"
"think","embarrass",30,"undirected"
"look","embarrass",41,"undirected"
"mind","embarrass",10,"undirected"
"see","cheek",114,"undirected"
"feel","cheek",98,"undirected"
"think","cheek",88,"undirected"
"look","cheek",145,"undirected"
"mind","cheek",23,"undirected"
"see","infinit",21,"undirected"
"feel","infinit",20,"undirected"
"think","infinit",18,"undirected"
"look","infinit",9,"undirected"
"mind","infinit",6,"undirected"
"see","curtain",24,"undirected"
"think","curtain",11,"undirected"
"look","curtain",26,"undirected"
"mind","curtain",4,"undirected"
"see","hastili",63,"undirected"
"feel","hastili",33,"undirected"
"think","hastili",44,"undirected"
"look","hastili",59,"undirected"
"mind","hastili",18,"undirected"
"see","lament",18,"undirected"
"feel","lament",17,"undirected"
"think","lament",19,"undirected"
"look","lament",8,"undirected"
"mind","lament",13,"undirected"
"see","check",24,"undirected"
"feel","check",33,"undirected"
"think","check",45,"undirected"
"look","check",30,"undirected"
"mind","check",15,"undirected"
"see","varieti",16,"undirected"
"feel","varieti",14,"undirected"
"think","varieti",12,"undirected"
"look","varieti",6,"undirected"
"mind","varieti",9,"undirected"
"see","dim",45,"undirected"
"feel","dim",16,"undirected"
"think","dim",19,"undirected"
"look","dim",32,"undirected"
"mind","dim",13,"undirected"
"see","play",73,"undirected"
"feel","play",51,"undirected"
"think","play",69,"undirected"
"look","play",64,"undirected"
"mind","play",22,"undirected"
"see","daughter",81,"undirected"
"feel","daughter",64,"undirected"
"think","daughter",82,"undirected"
"look","daughter",45,"undirected"
"mind","daughter",28,"undirected"
"see","seldom",32,"undirected"
"feel","seldom",16,"undirected"
"think","seldom",29,"undirected"
"look","seldom",19,"undirected"
"mind","seldom",7,"undirected"
"see","desol",17,"undirected"
"feel","desol",30,"undirected"
"think","desol",23,"undirected"
"look","desol",15,"undirected"
"mind","desol",8,"undirected"
"see","blame",24,"undirected"
"feel","blame",32,"undirected"
"think","blame",52,"undirected"
"look","blame",22,"undirected"
"mind","blame",10,"undirected"
"see","exclam",30,"undirected"
"feel","exclam",9,"undirected"
"think","exclam",15,"undirected"
"look","exclam",25,"undirected"
"mind","exclam",5,"undirected"
"see","refin",8,"undirected"
"feel","refin",5,"undirected"
"think","refin",15,"undirected"
"look","refin",6,"undirected"
"mind","refin",9,"undirected"
"see","warm",47,"undirected"
"feel","warm",64,"undirected"
"think","warm",54,"undirected"
"look","warm",34,"undirected"
"mind","warm",17,"undirected"
"see","comfort",97,"undirected"
"feel","comfort",107,"undirected"
"think","comfort",126,"undirected"
"look","comfort",84,"undirected"
"mind","comfort",44,"undirected"
"see","wretch",39,"undirected"
"feel","wretch",28,"undirected"
"think","wretch",23,"undirected"
"look","wretch",29,"undirected"
"mind","wretch",14,"undirected"
"see","besid",90,"undirected"
"feel","besid",64,"undirected"
"think","besid",92,"undirected"
"look","besid",81,"undirected"
"mind","besid",24,"undirected"
"see","dear",270,"undirected"
"feel","dear",153,"undirected"
"think","dear",306,"undirected"
"look","dear",192,"undirected"
"mind","dear",69,"undirected"
"see","flower",48,"undirected"
"feel","flower",15,"undirected"
"think","flower",39,"undirected"
"look","flower",50,"undirected"
"mind","flower",6,"undirected"
"see","help",108,"undirected"
"feel","help",111,"undirected"
"think","help",160,"undirected"
"look","help",120,"undirected"
"mind","help",23,"undirected"
"see","accept",52,"undirected"
"feel","accept",49,"undirected"
"think","accept",48,"undirected"
"look","accept",19,"undirected"
"mind","accept",27,"undirected"
"see","stay",86,"undirected"
"feel","stay",62,"undirected"
"think","stay",97,"undirected"
"look","stay",59,"undirected"
"mind","stay",14,"undirected"
"see","tri",142,"undirected"
"feel","tri",141,"undirected"
"think","tri",264,"undirected"
"look","tri",137,"undirected"
"mind","tri",75,"undirected"
"see","forgiv",36,"undirected"
"feel","forgiv",36,"undirected"
"think","forgiv",53,"undirected"
"look","forgiv",28,"undirected"
"mind","forgiv",11,"undirected"
"see","mental",16,"undirected"
"feel","mental",31,"undirected"
"think","mental",32,"undirected"
"look","mental",16,"undirected"
"mind","mental",12,"undirected"
"see","bloom",16,"undirected"
"feel","bloom",5,"undirected"
"think","bloom",13,"undirected"
"look","bloom",17,"undirected"
"mind","bloom",4,"undirected"
"see","perfect",75,"undirected"
"feel","perfect",92,"undirected"
"think","perfect",119,"undirected"
"look","perfect",81,"undirected"
"mind","perfect",24,"undirected"
"see","sympathi",24,"undirected"
"feel","sympathi",88,"undirected"
"think","sympathi",50,"undirected"
"look","sympathi",47,"undirected"
"mind","sympathi",19,"undirected"
"see","contrast",21,"undirected"
"feel","contrast",20,"undirected"
"think","contrast",27,"undirected"
"look","contrast",23,"undirected"
"mind","contrast",13,"undirected"
"see","spent",16,"undirected"
"feel","spent",19,"undirected"
"think","spent",20,"undirected"
"look","spent",20,"undirected"
"mind","spent",13,"undirected"
"see","droop",16,"undirected"
"feel","droop",9,"undirected"
"think","droop",12,"undirected"
"look","droop",24,"undirected"
"mind","droop",1,"undirected"
"see","unconsci",32,"undirected"
"feel","unconsci",35,"undirected"
"think","unconsci",56,"undirected"
"look","unconsci",58,"undirected"
"mind","unconsci",17,"undirected"
"see","awok",11,"undirected"
"feel","awok",11,"undirected"
"think","awok",20,"undirected"
"look","awok",13,"undirected"
"mind","awok",11,"undirected"
"see","unpleas",8,"undirected"
"feel","unpleas",30,"undirected"
"think","unpleas",21,"undirected"
"look","unpleas",15,"undirected"
"mind","unpleas",15,"undirected"
"see","seat",105,"undirected"
"feel","seat",65,"undirected"
"think","seat",88,"undirected"
"look","seat",127,"undirected"
"mind","seat",29,"undirected"
"see","contain",14,"undirected"
"feel","contain",20,"undirected"
"think","contain",10,"undirected"
"look","contain",10,"undirected"
"mind","contain",3,"undirected"
"see","shrink",12,"undirected"
"feel","shrink",24,"undirected"
"think","shrink",22,"undirected"
"look","shrink",10,"undirected"
"mind","shrink",4,"undirected"
"see","gay",27,"undirected"
"feel","gay",16,"undirected"
"think","gay",28,"undirected"
"look","gay",23,"undirected"
"mind","gay",14,"undirected"
"see","helpless",11,"undirected"
"feel","helpless",26,"undirected"
"think","helpless",10,"undirected"
"look","helpless",20,"undirected"
"mind","helpless",1,"undirected"
"see","inclin",35,"undirected"
"feel","inclin",65,"undirected"
"think","inclin",62,"undirected"
"look","inclin",27,"undirected"
"mind","inclin",22,"undirected"
"see","regret",41,"undirected"
"feel","regret",71,"undirected"
"think","regret",66,"undirected"
"look","regret",43,"undirected"
"mind","regret",25,"undirected"
"see","talk",153,"undirected"
"feel","talk",124,"undirected"
"think","talk",193,"undirected"
"look","talk",113,"undirected"
"mind","talk",52,"undirected"
"see","patient",34,"undirected"
"feel","patient",28,"undirected"
"think","patient",31,"undirected"
"look","patient",22,"undirected"
"mind","patient",13,"undirected"
"see","prayer",21,"undirected"
"feel","prayer",28,"undirected"
"think","prayer",45,"undirected"
"look","prayer",27,"undirected"
"mind","prayer",10,"undirected"
"see","absorb",19,"undirected"
"feel","absorb",12,"undirected"
"think","absorb",55,"undirected"
"look","absorb",14,"undirected"
"mind","absorb",16,"undirected"
"see","explan",24,"undirected"
"feel","explan",26,"undirected"
"think","explan",32,"undirected"
"look","explan",36,"undirected"
"mind","explan",9,"undirected"
"see","guess",40,"undirected"
"feel","guess",23,"undirected"
"think","guess",69,"undirected"
"look","guess",39,"undirected"
"mind","guess",9,"undirected"
"see","mother",365,"undirected"
"feel","mother",262,"undirected"
"think","mother",376,"undirected"
"look","mother",292,"undirected"
"mind","mother",100,"undirected"
"see","amiabl",14,"undirected"
"feel","amiabl",15,"undirected"
"think","amiabl",23,"undirected"
"look","amiabl",8,"undirected"
"mind","amiabl",12,"undirected"
"see","plead",17,"undirected"
"feel","plead",9,"undirected"
"think","plead",32,"undirected"
"look","plead",42,"undirected"
"mind","plead",9,"undirected"
"see","els",85,"undirected"
"feel","els",37,"undirected"
"think","els",109,"undirected"
"look","els",52,"undirected"
"mind","els",28,"undirected"
"see","asham",22,"undirected"
"feel","asham",49,"undirected"
"think","asham",32,"undirected"
"look","asham",23,"undirected"
"mind","asham",9,"undirected"
"see","hasti",16,"undirected"
"feel","hasti",10,"undirected"
"think","hasti",19,"undirected"
"look","hasti",8,"undirected"
"mind","hasti",8,"undirected"
"see","asleep",32,"undirected"
"feel","asleep",11,"undirected"
"think","asleep",45,"undirected"
"look","asleep",19,"undirected"
"mind","asleep",6,"undirected"
"see","abstract",12,"undirected"
"feel","abstract",13,"undirected"
"think","abstract",29,"undirected"
"look","abstract",17,"undirected"
"mind","abstract",11,"undirected"
"see","kneel",16,"undirected"
"feel","kneel",13,"undirected"
"think","kneel",17,"undirected"
"look","kneel",17,"undirected"
"mind","kneel",1,"undirected"
"see","unlik",15,"undirected"
"feel","unlik",10,"undirected"
"think","unlik",27,"undirected"
"look","unlik",8,"undirected"
"mind","unlik",4,"undirected"
"see","happier",8,"undirected"
"feel","happier",15,"undirected"
"think","happier",14,"undirected"
"look","happier",13,"undirected"
"mind","happier",6,"undirected"
"see","provok",14,"undirected"
"feel","provok",17,"undirected"
"think","provok",17,"undirected"
"look","provok",24,"undirected"
"mind","provok",4,"undirected"
"see","arrang",56,"undirected"
"feel","arrang",35,"undirected"
"think","arrang",60,"undirected"
"look","arrang",40,"undirected"
"mind","arrang",22,"undirected"
"see","persuad",27,"undirected"
"feel","persuad",28,"undirected"
"think","persuad",30,"undirected"
"look","persuad",6,"undirected"
"mind","persuad",14,"undirected"
"see","fever",16,"undirected"
"feel","fever",14,"undirected"
"think","fever",11,"undirected"
"look","fever",9,"undirected"
"mind","fever",4,"undirected"
"see","supper",20,"undirected"
"feel","supper",10,"undirected"
"think","supper",19,"undirected"
"look","supper",14,"undirected"
