"source","target","weight","type"
"feel","fever",14,"undirected"
"think","fever",11,"undirected"
"look","fever",9,"undirected"
"mind","fever",4,"undirected"
"see","incoher",2,"undirected"
"feel","incoher",2,"undirected"
"think","incoher",1,"undirected"
"look","incoher",8,"undirected"
"mind","incoher",6,"undirected"
"see","enliven",2,"undirected"
"feel","enliven",4,"undirected"
"think","enliven",5,"undirected"
"look","enliven",5,"undirected"
"mind","enliven",3,"undirected"
"see","solac",3,"undirected"
"feel","solac",3,"undirected"
"think","solac",8,"undirected"
"look","solac",6,"undirected"
"mind","solac",2,"undirected"
"see","shudder",18,"undirected"
"feel","shudder",19,"undirected"
"think","shudder",41,"undirected"
"look","shudder",27,"undirected"
"mind","shudder",7,"undirected"
"see","caution",7,"undirected"
"feel","caution",4,"undirected"
"think","caution",13,"undirected"
"look","caution",7,"undirected"
"mind","caution",9,"undirected"
"see","deer",3,"undirected"
"think","deer",1,"undirected"
"look","deer",4,"undirected"
"see","graze",1,"undirected"
"think","graze",1,"undirected"
"look","graze",2,"undirected"
"see","cloister",1,"undirected"
"feel","cloister",1,"undirected"
"think","cloister",1,"undirected"
"look","cloister",2,"undirected"
"mind","cloister",3,"undirected"
"see","soldier",14,"undirected"
"feel","soldier",4,"undirected"
"think","soldier",4,"undirected"
"look","soldier",7,"undirected"
"mind","soldier",2,"undirected"
"see","swift",18,"undirected"
"feel","swift",2,"undirected"
"think","swift",9,"undirected"
"look","swift",12,"undirected"
"mind","swift",3,"undirected"
"look","misconstru",3,"undirected"
"see","torment",12,"undirected"
"feel","torment",7,"undirected"
"think","torment",8,"undirected"
"look","torment",9,"undirected"
"mind","torment",9,"undirected"
"see","sonnet",1,"undirected"
"feel","sonnet",1,"undirected"
"think","sonnet",1,"undirected"
"look","sonnet",1,"undirected"
"mind","sonnet",2,"undirected"
"look","stanza",1,"undirected"
"see","forbad",8,"undirected"
"feel","forbad",5,"undirected"
"think","forbad",4,"undirected"
"look","forbad",4,"undirected"
"mind","forbad",2,"undirected"
"see","diffid",1,"undirected"
"feel","diffid",11,"undirected"
"think","diffid",1,"undirected"
"look","diffid",5,"undirected"
"mind","diffid",2,"undirected"
"see","polit",26,"undirected"
"feel","polit",31,"undirected"
"think","polit",27,"undirected"
"look","polit",23,"undirected"
"mind","polit",9,"undirected"
"see","branch",11,"undirected"
"feel","branch",3,"undirected"
"think","branch",6,"undirected"
"look","branch",8,"undirected"
"mind","branch",1,"undirected"
"see","interven",3,"undirected"
"feel","interven",4,"undirected"
"think","interven",2,"undirected"
"look","interven",3,"undirected"
"mind","interven",1,"undirected"
"look","intir",1,"undirected"
"see","mischief",12,"undirected"
"feel","mischief",10,"undirected"
"think","mischief",14,"undirected"
"look","mischief",6,"undirected"
"mind","mischief",4,"undirected"
"see","comprehend",13,"undirected"
"feel","comprehend",34,"undirected"
"think","comprehend",15,"undirected"
"look","comprehend",17,"undirected"
"mind","comprehend",10,"undirected"
"see","across",57,"undirected"
"feel","across",20,"undirected"
"think","across",45,"undirected"
"look","across",63,"undirected"
"mind","across",39,"undirected"
"see","correspond",14,"undirected"
"feel","correspond",14,"undirected"
"think","correspond",7,"undirected"
"look","correspond",3,"undirected"
"mind","correspond",7,"undirected"
"see","latent",2,"undirected"
"feel","latent",6,"undirected"
"think","latent",5,"undirected"
"look","latent",2,"undirected"
"mind","latent",6,"undirected"
"see","steal",32,"undirected"
"feel","steal",15,"undirected"
"think","steal",14,"undirected"
"look","steal",27,"undirected"
"mind","steal",10,"undirected"
"see","lamp",27,"undirected"
"feel","lamp",9,"undirected"
"think","lamp",10,"undirected"
"look","lamp",15,"undirected"
"mind","lamp",5,"undirected"
"see","spectacl",19,"undirected"
"feel","spectacl",1,"undirected"
"think","spectacl",3,"undirected"
"look","spectacl",16,"undirected"
"mind","spectacl",4,"undirected"
"see","gush",5,"undirected"
"feel","gush",5,"undirected"
"think","gush",3,"undirected"
"look","gush",9,"undirected"
"see","overflow",4,"undirected"
"feel","overflow",8,"undirected"
"think","overflow",3,"undirected"
"look","overflow",6,"undirected"
"see","supper",20,"undirected"
"feel","supper",10,"undirected"
"think","supper",19,"undirected"
"look","supper",14,"undirected"
"mind","supper",6,"undirected"
"see","closer",17,"undirected"
"feel","closer",15,"undirected"
"think","closer",16,"undirected"
"look","closer",10,"undirected"
"mind","closer",2,"undirected"
"see","handwrit",11,"undirected"
"feel","handwrit",5,"undirected"
"think","handwrit",7,"undirected"
"look","handwrit",5,"undirected"
"mind","handwrit",2,"undirected"
"see","legibl",1,"undirected"
"feel","legibl",2,"undirected"
"think","legibl",3,"undirected"
"look","legibl",6,"undirected"
"mind","legibl",2,"undirected"
"feel","obliter",1,"undirected"
"think","obliter",1,"undirected"
"look","obliter",1,"undirected"
"mind","obliter",6,"undirected"
"see","misunderstand",3,"undirected"
"feel","misunderstand",2,"undirected"
"think","misunderstand",5,"undirected"
"look","misunderstand",7,"undirected"
"mind","misunderstand",1,"undirected"
"see","preemin",1,"undirected"
"look","preemin",1,"undirected"
"see","unworthi",14,"undirected"
"feel","unworthi",6,"undirected"
"think","unworthi",23,"undirected"
"look","unworthi",8,"undirected"
"mind","unworthi",6,"undirected"
"look","disson",1,"undirected"
"see","ear",49,"undirected"
"feel","ear",34,"undirected"
"think","ear",69,"undirected"
"look","ear",56,"undirected"
"mind","ear",23,"undirected"
"look","cursorili",1,"undirected"
"see","deposit",6,"undirected"
"feel","deposit",2,"undirected"
"think","deposit",7,"undirected"
"look","deposit",3,"undirected"
"mind","deposit",2,"undirected"
"see","drawer",10,"undirected"
"feel","drawer",5,"undirected"
"think","drawer",1,"undirected"
"look","drawer",5,"undirected"
"mind","drawer",1,"undirected"
"see","perus",5,"undirected"
"feel","perus",5,"undirected"
"think","perus",9,"undirected"
"look","perus",6,"undirected"
"see","frown",10,"undirected"
"feel","frown",5,"undirected"
"think","frown",6,"undirected"
"look","frown",18,"undirected"
"mind","frown",3,"undirected"
"see","unbound",4,"undirected"
"feel","unbound",4,"undirected"
"think","unbound",2,"undirected"
"look","unbound",1,"undirected"
"see","chapter",4,"undirected"
"feel","chapter",4,"undirected"
"think","chapter",2,"undirected"
"look","chapter",3,"undirected"
"mind","chapter",4,"undirected"
"see","signific",11,"undirected"
"feel","signific",12,"undirected"
"think","signific",12,"undirected"
"look","signific",28,"undirected"
"mind","signific",3,"undirected"
"see","wrought",7,"undirected"
"feel","wrought",6,"undirected"
"think","wrought",11,"undirected"
"look","wrought",8,"undirected"
"mind","wrought",6,"undirected"
"see","lrb",76,"undirected"
"feel","lrb",58,"undirected"
"think","lrb",135,"undirected"
"look","lrb",71,"undirected"
"mind","lrb",25,"undirected"
"see","rrb",79,"undirected"
"feel","rrb",61,"undirected"
"think","rrb",121,"undirected"
"look","rrb",82,"undirected"
"mind","rrb",25,"undirected"
"see","trifl",12,"undirected"
"feel","trifl",26,"undirected"
"think","trifl",34,"undirected"
"look","trifl",8,"undirected"
"mind","trifl",13,"undirected"
"see","effectu",4,"undirected"
"feel","effectu",5,"undirected"
"think","effectu",6,"undirected"
"look","effectu",4,"undirected"
"mind","effectu",2,"undirected"
"see","ralli",4,"undirected"
"feel","ralli",6,"undirected"
"think","ralli",7,"undirected"
"look","ralli",8,"undirected"
"mind","ralli",3,"undirected"
"see","bat",2,"undirected"
"think","bat",2,"undirected"
"look","bat",2,"undirected"
"mind","bat",1,"undirected"
"see","lsb",2,"undirected"
"feel","lsb",3,"undirected"
"think","lsb",4,"undirected"
"look","lsb",1,"undirected"
"see","t",45,"undirected"
"feel","t",5,"undirected"
"think","t",52,"undirected"
"look","t",36,"undirected"
"mind","t",10,"undirected"
"see","get",127,"undirected"
"feel","get",52,"undirected"
"think","get",132,"undirected"
"look","get",88,"undirected"
"mind","get",37,"undirected"
"see","embrac",21,"undirected"
"feel","embrac",18,"undirected"
"think","embrac",13,"undirected"
"look","embrac",16,"undirected"
"mind","embrac",3,"undirected"
"see","bedroom",11,"undirected"
"feel","bedroom",6,"undirected"
"think","bedroom",8,"undirected"
"look","bedroom",9,"undirected"
"mind","bedroom",1,"undirected"
"feel","compunct",6,"undirected"
"think","compunct",1,"undirected"
"look","compunct",1,"undirected"
"mind","compunct",3,"undirected"
"look","frontier",1,"undirected"
"see","magic",3,"undirected"
"feel","magic",3,"undirected"
"think","magic",1,"undirected"
"look","magic",5,"undirected"
"mind","magic",2,"undirected"
"see","station",18,"undirected"
"feel","station",9,"undirected"
"think","station",6,"undirected"
"look","station",12,"undirected"
"mind","station",3,"undirected"
"see","war",7,"undirected"
"feel","war",2,"undirected"
"think","war",6,"undirected"
"look","war",3,"undirected"
"mind","war",5,"undirected"
"see","rattl",3,"undirected"
"feel","rattl",6,"undirected"
"think","rattl",2,"undirected"
"look","rattl",5,"undirected"
"mind","rattl",4,"undirected"
"see","handkerchief",18,"undirected"
"feel","handkerchief",14,"undirected"
"think","handkerchief",15,"undirected"
"look","handkerchief",11,"undirected"
"mind","handkerchief",1,"undirected"
"see","product",4,"undirected"
"feel","product",2,"undirected"
"think","product",3,"undirected"
"look","product",3,"undirected"
"mind","product",1,"undirected"
"see","strove",9,"undirected"
"feel","strove",13,"undirected"
"think","strove",16,"undirected"
"look","strove",12,"undirected"
"mind","strove",7,"undirected"
"see","flash",34,"undirected"
"feel","flash",20,"undirected"
"think","flash",32,"undirected"
"look","flash",50,"undirected"
"mind","flash",40,"undirected"
"see","offic",26,"undirected"
"feel","offic",17,"undirected"
"think","offic",28,"undirected"
"look","offic",25,"undirected"
"mind","offic",7,"undirected"
"feel","traitor",4,"undirected"
"think","traitor",3,"undirected"
"look","traitor",1,"undirected"
"look","torpid",1,"undirected"
"mind","torpid",2,"undirected"
"see","meanwhil",21,"undirected"
"feel","meanwhil",9,"undirected"
"think","meanwhil",16,"undirected"
"look","meanwhil",13,"undirected"
"mind","meanwhil",9,"undirected"
"see","particip",2,"undirected"
"feel","particip",8,"undirected"
"think","particip",1,"undirected"
"look","particip",2,"undirected"
"mind","particip",4,"undirected"
"see","revolt",4,"undirected"
"feel","revolt",10,"undirected"
"think","revolt",4,"undirected"
"look","revolt",3,"undirected"
"mind","revolt",5,"undirected"
"see","surmis",3,"undirected"
"feel","surmis",5,"undirected"
"think","surmis",5,"undirected"
"look","surmis",4,"undirected"
"mind","surmis",2,"undirected"
"see","lock",18,"undirected"
"feel","lock",20,"undirected"
"think","lock",15,"undirected"
"look","lock",25,"undirected"
"mind","lock",4,"undirected"
"see","unwil",14,"undirected"
"feel","unwil",22,"undirected"
"think","unwil",23,"undirected"
"look","unwil",18,"undirected"
"mind","unwil",6,"undirected"
"see","odious",5,"undirected"
"feel","odious",9,"undirected"
"think","odious",7,"undirected"
"look","odious",4,"undirected"
"mind","odious",4,"undirected"
"see","sorri",56,"undirected"
"feel","sorri",59,"undirected"
"think","sorri",67,"undirected"
"look","sorri",54,"undirected"
"mind","sorri",16,"undirected"
"see","shone",10,"undirected"
"feel","shone",5,"undirected"
"think","shone",6,"undirected"
"look","shone",13,"undirected"
"mind","shone",4,"undirected"
"see","retard",3,"undirected"
"feel","retard",2,"undirected"
"think","retard",1,"undirected"
"look","retard",2,"undirected"
"mind","retard",1,"undirected"
"see","nativ",20,"undirected"
"feel","nativ",8,"undirected"
"think","nativ",13,"undirected"
"look","nativ",14,"undirected"
"mind","nativ",10,"undirected"
"see","owner",7,"undirected"
"feel","owner",3,"undirected"
"think","owner",5,"undirected"
"look","owner",10,"undirected"
"mind","owner",1,"undirected"
"see","rare",20,"undirected"
"feel","rare",16,"undirected"
"think","rare",9,"undirected"
"look","rare",13,"undirected"
"mind","rare",5,"undirected"
"see","unassum",1,"undirected"
"feel","unassum",1,"undirected"
"think","unassum",2,"undirected"
"look","unassum",2,"undirected"
"see","alp",2,"undirected"
"feel","alp",2,"undirected"
"think","alp",1,"undirected"
"look","alp",1,"undirected"
"mind","alp",1,"undirected"
"see","french",9,"undirected"
"feel","french",6,"undirected"
"think","french",15,"undirected"
"look","french",10,"undirected"
"mind","french",1,"undirected"
"feel","horn",2,"undirected"
"think","horn",1,"undirected"
"look","horn",2,"undirected"
"mind","horn",1,"undirected"
"see","lake",4,"undirected"
"feel","lake",2,"undirected"
"think","lake",7,"undirected"
"look","lake",6,"undirected"
"see","snowi",8,"undirected"
"feel","snowi",4,"undirected"
"think","snowi",4,"undirected"
"look","snowi",6,"undirected"
"mind","snowi",1,"undirected"
"see","exchang",9,"undirected"
"feel","exchang",9,"undirected"
"think","exchang",9,"undirected"
"look","exchang",14,"undirected"
"mind","exchang",9,"undirected"
"see","mirth",5,"undirected"
"feel","mirth",4,"undirected"
"look","mirth",5,"undirected"
"see","amend",8,"undirected"
"feel","amend",6,"undirected"
"think","amend",13,"undirected"
"look","amend",5,"undirected"
"mind","amend",2,"undirected"
"see","flit",15,"undirected"
"feel","flit",4,"undirected"
"think","flit",8,"undirected"
"look","flit",10,"undirected"
"mind","flit",5,"undirected"
"see","sail",16,"undirected"
"feel","sail",2,"undirected"
"think","sail",17,"undirected"
"look","sail",15,"undirected"
"mind","sail",5,"undirected"
"see","summit",6,"undirected"
"feel","summit",1,"undirected"
"think","summit",2,"undirected"
"look","summit",5,"undirected"
"mind","summit",1,"undirected"
"see","white",95,"undirected"
"feel","white",33,"undirected"
"think","white",52,"undirected"
"look","white",108,"undirected"
"mind","white",9,"undirected"
"see","candl",22,"undirected"
"feel","candl",8,"undirected"
"think","candl",12,"undirected"
"look","candl",16,"undirected"
"mind","candl",4,"undirected"
"see","none",53,"undirected"
"feel","none",50,"undirected"
"think","none",38,"undirected"
"look","none",31,"undirected"
"mind","none",17,"undirected"
"see","coach",18,"undirected"
"feel","coach",6,"undirected"
"think","coach",14,"undirected"
"look","coach",8,"undirected"
"mind","coach",2,"undirected"
"see","street",69,"undirected"
"feel","street",24,"undirected"
"think","street",41,"undirected"
"look","street",51,"undirected"
"mind","street",8,"undirected"
"see","indic",23,"undirected"
"feel","indic",18,"undirected"
"think","indic",15,"undirected"
"look","indic",12,"undirected"
"mind","indic",19,"undirected"
"see","farewel",25,"undirected"
"feel","farewel",10,"undirected"
"think","farewel",15,"undirected"
"look","farewel",20,"undirected"
"mind","farewel",5,"undirected"
"see","court",35,"undirected"
"feel","court",8,"undirected"
"think","court",15,"undirected"
"look","court",15,"undirected"
"mind","court",9,"undirected"
"see","justic",12,"undirected"
"feel","justic",29,"undirected"
"think","justic",26,"undirected"
"look","justic",14,"undirected"
"mind","justic",13,"undirected"
"look","narrowgr",1,"undirected"
"look","vaceau",1,"undirected"
"mind","vaceau",1,"undirected"
"see","infirm",5,"undirected"
"feel","infirm",2,"undirected"
"think","infirm",5,"undirected"
"look","infirm",2,"undirected"
"mind","infirm",2,"undirected"
"see","shatter",2,"undirected"
"feel","shatter",4,"undirected"
"think","shatter",1,"undirected"
"look","shatter",4,"undirected"
"see","kiss",86,"undirected"
"feel","kiss",56,"undirected"
"think","kiss",72,"undirected"
"look","kiss",98,"undirected"
"mind","kiss",15,"undirected"
"see","belov",35,"undirected"
"feel","belov",16,"undirected"
"think","belov",29,"undirected"
"look","belov",11,"undirected"
"mind","belov",14,"undirected"
"see","patriot",2,"undirected"
"think","patriot",1,"undirected"
"look","patriot",3,"undirected"
"mind","patriot",2,"undirected"
"see","reced",5,"undirected"
"feel","reced",2,"undirected"
"look","reced",3,"undirected"
"mind","reced",1,"undirected"
"feel","ignomini",2,"undirected"
"look","ignomini",1,"undirected"
"see","delic",25,"undirected"
"feel","delic",31,"undirected"
"think","delic",32,"undirected"
"look","delic",24,"undirected"
"mind","delic",26,"undirected"
"think","floweri",1,"undirected"
"look","floweri",1,"undirected"
"mind","floweri",1,"undirected"
"see","turf",3,"undirected"
"feel","turf",1,"undirected"
"think","turf",3,"undirected"
"mind","turf",1,"undirected"
"see","elast",4,"undirected"
"feel","elast",5,"undirected"
"think","elast",4,"undirected"
"look","elast",1,"undirected"
"mind","elast",7,"undirected"
"see","bodi",58,"undirected"
"feel","bodi",44,"undirected"
"think","bodi",67,"undirected"
"look","bodi",30,"undirected"
"mind","bodi",58,"undirected"
"see","overpow",8,"undirected"
"feel","overpow",17,"undirected"
"think","overpow",11,"undirected"
"look","overpow",11,"undirected"
"mind","overpow",6,"undirected"
"see","twentyfour",2,"undirected"
"feel","twentyfour",3,"undirected"
"think","twentyfour",5,"undirected"
"look","twentyfour",2,"undirected"
"mind","twentyfour",1,"undirected"
"see","terrif",4,"undirected"
"feel","terrif",3,"undirected"
"think","terrif",4,"undirected"
"look","terrif",3,"undirected"
"mind","terrif",8,"undirected"
"see","wipe",11,"undirected"
"feel","wipe",6,"undirected"
"think","wipe",9,"undirected"
"look","wipe",13,"undirected"
"mind","wipe",3,"undirected"
"see","accommod",1,"undirected"
"feel","accommod",3,"undirected"
"think","accommod",5,"undirected"
"look","accommod",7,"undirected"
"mind","accommod",2,"undirected"
"see","demolish",3,"undirected"
"feel","demolish",1,"undirected"
"mind","demolish",2,"undirected"
"see","dismay",15,"undirected"
"feel","dismay",7,"undirected"
"think","dismay",11,"undirected"
"look","dismay",28,"undirected"
"mind","dismay",6,"undirected"
"see","domest",17,"undirected"
"feel","domest",11,"undirected"
"think","domest",16,"undirected"
"look","domest",8,"undirected"
"mind","domest",9,"undirected"
"see","edific",2,"undirected"
"think","edific",2,"undirected"
"look","edific",2,"undirected"
"mind","edific",2,"undirected"
"see","oblivion",1,"undirected"
"feel","oblivion",1,"undirected"
"think","oblivion",1,"undirected"
"look","oblivion",1,"undirected"
"mind","oblivion",1,"undirected"
"feel","woo",3,"undirected"
"think","woo",2,"undirected"
"mind","woo",3,"undirected"
"feel","pieti",3,"undirected"
"think","pieti",4,"undirected"
"mind","pieti",4,"undirected"
"see","reassur",4,"undirected"
"feel","reassur",5,"undirected"
"think","reassur",6,"undirected"
"look","reassur",10,"undirected"
"mind","reassur",4,"undirected"
"see","suprem",4,"undirected"
"feel","suprem",9,"undirected"
"think","suprem",4,"undirected"
"look","suprem",4,"undirected"
"mind","suprem",3,"undirected"
"look","illfound",1,"undirected"
"mind","illfound",1,"undirected"
"see","surmount",1,"undirected"
"feel","surmount",5,"undirected"
"think","surmount",8,"undirected"
"look","surmount",2,"undirected"
"mind","surmount",2,"undirected"
"see","discompos",2,"undirected"
"feel","discompos",1,"undirected"
"think","discompos",2,"undirected"
"look","discompos",1,"undirected"
"mind","discompos",1,"undirected"
"see","accent",10,"undirected"
"feel","accent",8,"undirected"
"think","accent",8,"undirected"
"look","accent",16,"undirected"
"mind","accent",8,"undirected"
"see","ago",38,"undirected"
"feel","ago",23,"undirected"
"think","ago",53,"undirected"
"look","ago",29,"undirected"
"mind","ago",8,"undirected"
"feel","fraught",4,"undirected"
"think","fraught",3,"undirected"
"look","fraught",1,"undirected"
"mind","fraught",1,"undirected"
"see","vaniti",22,"undirected"
"feel","vaniti",22,"undirected"
"think","vaniti",33,"undirected"
"look","vaniti",17,"undirected"
"mind","vaniti",5,"undirected"
"see","faculti",6,"undirected"
"feel","faculti",11,"undirected"
"think","faculti",13,"undirected"
"mind","faculti",13,"undirected"
"see","except",83,"undirected"
"feel","except",48,"undirected"
"think","except",87,"undirected"
"look","except",52,"undirected"
"mind","except",23,"undirected"
"see","suspend",13,"undirected"
"feel","suspend",10,"undirected"
"think","suspend",8,"undirected"
"look","suspend",10,"undirected"
"mind","suspend",2,"undirected"
"see","bring",57,"undirected"
"feel","bring",50,"undirected"
"think","bring",73,"undirected"
"look","bring",54,"undirected"
"mind","bring",38,"undirected"
"see","inadequ",2,"undirected"
"feel","inadequ",3,"undirected"
"look","inadequ",2,"undirected"
"mind","inadequ",2,"undirected"
"see","constraint",1,"undirected"
"feel","constraint",5,"undirected"
"mind","constraint",1,"undirected"
"see","similar",14,"undirected"
"feel","similar",28,"undirected"
"think","similar",13,"undirected"
"look","similar",11,"undirected"
"mind","similar",15,"undirected"
"see","sunshin",26,"undirected"
"feel","sunshin",12,"undirected"
"think","sunshin",19,"undirected"
"look","sunshin",22,"undirected"
"mind","sunshin",7,"undirected"
"see","wear",31,"undirected"
"feel","wear",13,"undirected"
"think","wear",22,"undirected"
"look","wear",35,"undirected"
"mind","wear",11,"undirected"
"see","autumn",13,"undirected"
"feel","autumn",9,"undirected"
"think","autumn",8,"undirected"
"look","autumn",8,"undirected"
"mind","autumn",3,"undirected"
"see","stolen",3,"undirected"
"feel","stolen",2,"undirected"
"think","stolen",1,"undirected"
"look","stolen",9,"undirected"
"mind","stolen",2,"undirected"
"see","sweetest",13,"undirected"
"feel","sweetest",5,"undirected"
"think","sweetest",13,"undirected"
"look","sweetest",2,"undirected"
"mind","sweetest",5,"undirected"
"see","tint",5,"undirected"
"feel","tint",3,"undirected"
"think","tint",4,"undirected"
"look","tint",8,"undirected"
"mind","tint",4,"undirected"
"see","wherefor",2,"undirected"
"feel","wherefor",1,"undirected"
"think","wherefor",3,"undirected"
"mind","wherefor",1,"undirected"
"see","awak",19,"undirected"
"feel","awak",12,"undirected"
"think","awak",19,"undirected"
"look","awak",10,"undirected"
"mind","awak",10,"undirected"
"see","freeli",7,"undirected"
"feel","freeli",14,"undirected"
"think","freeli",12,"undirected"
"look","freeli",3,"undirected"
"mind","freeli",5,"undirected"
"see","display",16,"undirected"
"feel","display",10,"undirected"
"think","display",5,"undirected"
"look","display",6,"undirected"
"mind","display",4,"undirected"
"see","modesti",6,"undirected"
"feel","modesti",8,"undirected"
"think","modesti",9,"undirected"
"look","modesti",5,"undirected"
"mind","modesti",3,"undirected"
"see","simpl",32,"undirected"
"feel","simpl",29,"undirected"
"think","simpl",34,"undirected"
"look","simpl",33,"undirected"
"mind","simpl",12,"undirected"
"see","interior",2,"undirected"
"think","interior",1,"undirected"
"look","interior",1,"undirected"
"mind","interior",2,"undirected"
"see","throw",31,"undirected"
"feel","throw",14,"undirected"
"think","throw",29,"undirected"
"look","throw",17,"undirected"
"mind","throw",7,"undirected"
"see","disord",10,"undirected"
"feel","disord",2,"undirected"
"think","disord",4,"undirected"
"look","disord",15,"undirected"
"mind","disord",8,"undirected"
"see","writer",4,"undirected"
"feel","writer",7,"undirected"
"think","writer",2,"undirected"
"look","writer",2,"undirected"
"mind","writer",3,"undirected"
"see","distemp",1,"undirected"
"think","distemp",1,"undirected"
"mind","distemp",2,"undirected"
"see","desist",1,"undirected"
"feel","desist",1,"undirected"
"think","desist",6,"undirected"
"look","desist",1,"undirected"
"mind","desist",4,"undirected"
"see","dispel",5,"undirected"
"feel","dispel",5,"undirected"
"think","dispel",6,"undirected"
"look","dispel",1,"undirected"
"mind","dispel",7,"undirected"
"feel","invigor",3,"undirected"
"think","invigor",1,"undirected"
"look","invigor",2,"undirected"
"mind","invigor",1,"undirected"
"see","mystic",2,"undirected"
"think","mystic",3,"undirected"
"look","mystic",1,"undirected"
"mind","mystic",1,"undirected"
"see","reject",8,"undirected"
"feel","reject",18,"undirected"
"think","reject",28,"undirected"
"look","reject",4,"undirected"
"mind","reject",9,"undirected"
"see","turbul",2,"undirected"
"feel","turbul",3,"undirected"
"think","turbul",1,"undirected"
"look","turbul",1,"undirected"
"mind","turbul",5,"undirected"
"see","splendid",13,"undirected"
"feel","splendid",9,"undirected"
"think","splendid",22,"undirected"
"look","splendid",12,"undirected"
"mind","splendid",5,"undirected"
"see","corrobor",1,"undirected"
"feel","corrobor",1,"undirected"
"mind","corrobor",1,"undirected"
"mind","forerun",1,"undirected"
"see","report",23,"undirected"
"feel","report",5,"undirected"
"think","report",19,"undirected"
"look","report",9,"undirected"
"mind","report",8,"undirected"
"see","loneli",2,"undirected"
"feel","loneli",8,"undirected"
"think","loneli",8,"undirected"
"look","loneli",4,"undirected"
"mind","loneli",4,"undirected"
"see","retribut",1,"undirected"
"feel","retribut",2,"undirected"
"mind","retribut",2,"undirected"
"see","supernatur",3,"undirected"
"feel","supernatur",4,"undirected"
"think","supernatur",1,"undirected"
"look","supernatur",1,"undirected"
"mind","supernatur",2,"undirected"
"see","stori",34,"undirected"
"feel","stori",26,"undirected"
"think","stori",42,"undirected"
"look","stori",25,"undirected"
"mind","stori",18,"undirected"
"see","brief",9,"undirected"
"feel","brief",16,"undirected"
"think","brief",8,"undirected"
"look","brief",7,"undirected"
"mind","brief",6,"undirected"
"see","clatter",1,"undirected"
"think","clatter",1,"undirected"
"mind","clatter",2,"undirected"
"see","fluctuat",2,"undirected"
"feel","fluctuat",1,"undirected"
"think","fluctuat",6,"undirected"
"mind","fluctuat",2,"undirected"
"see","hoof",2,"undirected"
"think","hoof",1,"undirected"
"look","hoof",3,"undirected"
"mind","hoof",1,"undirected"
"see","stroke",11,"undirected"
"feel","stroke",9,"undirected"
"think","stroke",12,"undirected"
"look","stroke",7,"undirected"
"mind","stroke",8,"undirected"
"see","selfpreserv",1,"undirected"
"mind","selfpreserv",2,"undirected"
"see","delirium",2,"undirected"
"feel","delirium",6,"undirected"
"think","delirium",3,"undirected"
"look","delirium",2,"undirected"
"mind","delirium",2,"undirected"
"see","poetri",2,"undirected"
"feel","poetri",3,"undirected"
"think","poetri",8,"undirected"
"look","poetri",4,"undirected"
"mind","poetri",8,"undirected"
"see","access",4,"undirected"
"feel","access",6,"undirected"
"think","access",3,"undirected"
"mind","access",1,"undirected"
"see","knowledg",30,"undirected"
"feel","knowledg",43,"undirected"
"think","knowledg",41,"undirected"
"look","knowledg",21,"undirected"
"mind","knowledg",19,"undirected"
"see","best",80,"undirected"
"feel","best",65,"undirected"
"think","best",164,"undirected"
"look","best",73,"undirected"
"mind","best",35,"undirected"
"see","marri",77,"undirected"
"feel","marri",60,"undirected"
"think","marri",163,"undirected"
"look","marri",72,"undirected"
"mind","marri",31,"undirected"
"see","disput",3,"undirected"
"feel","disput",3,"undirected"
"think","disput",7,"undirected"
"look","disput",2,"undirected"
"mind","disput",4,"undirected"
"see","quicken",5,"undirected"
"feel","quicken",10,"undirected"
"think","quicken",6,"undirected"
"look","quicken",4,"undirected"
"mind","quicken",4,"undirected"
"see","penit",1,"undirected"
"feel","penit",14,"undirected"
"think","penit",15,"undirected"
"look","penit",14,"undirected"
"mind","penit",7,"undirected"
"see","hopeless",11,"undirected"
"feel","hopeless",18,"undirected"
"think","hopeless",17,"undirected"
"look","hopeless",17,"undirected"
"mind","hopeless",3,"undirected"
"see","weaken",2,"undirected"
"feel","weaken",6,"undirected"
"think","weaken",4,"undirected"
"look","weaken",2,"undirected"
"mind","weaken",8,"undirected"
"mind","lethean",1,"undirected"
"see","lull",1,"undirected"
"feel","lull",2,"undirected"
"think","lull",4,"undirected"
"look","lull",2,"undirected"
"mind","lull",4,"undirected"
"see","absolut",25,"undirected"
"feel","absolut",20,"undirected"
"think","absolut",23,"undirected"
"look","absolut",16,"undirected"
"mind","absolut",12,"undirected"
"see","mutter",14,"undirected"
"feel","mutter",4,"undirected"
"think","mutter",11,"undirected"
"look","mutter",17,"undirected"
"mind","mutter",4,"undirected"
"see","dishonour",2,"undirected"
"feel","dishonour",1,"undirected"
"think","dishonour",1,"undirected"
"mind","dishonour",3,"undirected"
"see","pronounc",19,"undirected"
"feel","pronounc",7,"undirected"
"think","pronounc",14,"undirected"
"look","pronounc",22,"undirected"
"mind","pronounc",4,"undirected"
"see","keep",92,"undirected"
"feel","keep",51,"undirected"
"think","keep",119,"undirected"
"look","keep",74,"undirected"
"mind","keep",41,"undirected"
"see","safer",1,"undirected"
"feel","safer",5,"undirected"
"think","safer",1,"undirected"
"look","safer",1,"undirected"
"mind","safer",1,"undirected"
"see","wrong",56,"undirected"
"feel","wrong",63,"undirected"
"think","wrong",116,"undirected"
"look","wrong",37,"undirected"
"mind","wrong",11,"undirected"
"see","bath",10,"undirected"
"feel","bath",12,"undirected"
"think","bath",15,"undirected"
"look","bath",12,"undirected"
