language,k,filename,word.count,dissimilarity.change,p,z
german,46,"1805_Klingemann,August_DieNachtwachendesBonaventura_Novel_1.txt",38753,-0.0134387352,0.6128206936,-0.0281075213
german,24,"1795_Wobeser,Karoline_Elisa_Novel_1.txt",74557,-0.0125,0.2211445382,-0.0172767101
german,139,"1912_Christ,Lena_ErinnerungeneinerÜberflüssigen_Novel_1.txt",68610,-0.0105559465,0.9935937548,0.0051531261
german,82,"1845_Lewald,Fanny_EineLebensfrage_Novel_1.txt",92157,-0.0084685956,0.3386023562,0.0292362797
german,98,"1864_Raabe,Wilhelm_DerHungerpastor_Novel_1.txt",142929,-0.0063291139,0.5414686282,0.053920901
german,80,"1844_Achim,Bettinevon_ClemensBrentano'sFrühlingskranz_Novel_1.txt",92036,-0.0054815975,0.6071884908,0.0636992609
german,134,"1904_MüllerJahnke,Clara_Ichbekenne_Novel_1.txt",47604,-0.0045489007,0.7541385163,0.0744604035
german,130,"1902_Suttner,Berthavon_Martha'sKinder_Novel_1.txt",84984,-0.0042052145,0.6298525847,0.0784257396
german,101,"1867_Raabe,Wilhelm_AbuTelfan_Novel_1.txt",116889,-0.0024916944,0.5629805007,0.0981957592
german,49,"1809_Goethe,Johann_DieWahlverwandtschaften_Novel_1.txt",79518,-0.0015243902,0.9551791686,0.1093561892
german,4,"1774_Goethe,Johann_DieLeidendesjungenWerthers1_Novel_1.txt",35093,0,0.4997011311,0.1269440919
german,6,"1776_Nicolai,Friedrich_SebaldusNothanker_Novel_1.txt",122791,0.0014265335,0.6413171415,0.1434029566
german,65,"1826_Hauff,Wilhelm_Lichtenstein_Novel_1.txt",126091,0.0022156573,0.4308893547,0.1525076018
german,152,"1932_Roth,Joseph_Radetzkymarsch_Novel_1.txt",117082,0.0030012005,0.9232418304,0.1615709351
german,85,"1846_Gotthelf,Jeremias_WieUliderKnecht_Novel_1.txt",133798,0.0054347826,0.8409006406,0.1896487883
german,27,"1796_Paul,Jean_QuintusFixlein_Novel_1.txt",77152,0.0077054795,0.3070268024,0.2158473259
german,128,"1900_Duncker,Dora_Großstadt_Novel_1.txt",71645,0.0089115213,0.6298525847,0.229762232
german,112,"1886_Fontane,Theodor_Cecile_Novel_1.txt",55386,0.0090978014,0.5684215415,0.2319114685
german,58,"1820_Ahlefeld,Charlottevon_Erna_Novel_1.txt",55846,0.0117011701,0.1976636077,0.2619482629
german,102,"1869_Spielhagen,Friedrich_HammerundAmboß_Novel_1.txt",204625,0.0125725338,0.2957005619,0.272001765
german,117,"1890_Bahr,Hermann_DieguteSchule_Novel_1.txt",52599,0.0145929339,0.8409006406,0.2953124628
german,5,"1774_Wieland,ChristophMartin_GeschichtederAbderiten_Novel_1.txt",107413,0.0146735143,0.7848346342,0.2962421719
german,120,"1892_Fontane,Theodor_FrauJennyTreibel_Novel_1.txt",59252,0.0149447693,0.0514860052,0.2993718213
german,3,"1771_La Roche,Sophievon_GeschichtedesFräuleinsvonSternheim_Novel_1.txt",99612,0.0181818182,0.5256058719,0.3367198038
german,126,"1897_Scheerbart,Paul_Tarub,BagdadsKöchin_Novel_1.txt",51644,0.0195044808,0.4031519406,0.3519802404
german,148,"1918_Ball,Hugo_Flammetti_Novel_1.txt",45818,0.019941349,0.2400087193,0.3570206791
german,138,"1911_MeiselHess,Grete_DieIntellektuellen_Novel_1.txt",98949,0.0221843003,0.1216702102,0.3828990987
german,13,"1788_Ehrmann,Marianne_Amalie.EinewahreGeschichteinBriefen_Novel_1.txt",118454,0.0244672455,0.1276525759,0.4092389528
german,122,"1896_Janitschek,Maria_Ninive_Novel_1.txt",45241,0.025851198,0.8096349177,0.4252065322
german,142,"1914_Christ,Lena_MathiasBichler_Novel_1.txt",69369,0.0271659325,0.0705383552,0.4403754969
german,145,"1915_Braun,Lily_Lebenssucher_Novel_1.txt",115270,0.0278551532,0.4076998552,0.4483274945
german,63,"1823_Schopenhauer,Johanna_DieTante_Novel_1.txt",122453,0.0284135754,0.398634251,0.454770382
german,29,"1797_Paul,Jean_Siebenkäs_Novel_1.txt",176965,0.0305694714,0.3551372425,0.4796443865
german,39,"1801_Schlegel,Dorothea_Florentin_Novel_1.txt",56865,0.0331753555,0.3108645927,0.5097102012
german,78,"1843_Lewald,Fanny_Clementine_Novel_1.txt",33957,0.0346715328,0.0061346825,0.5269725936
german,43,"1803_Mereau,Sophie_AmandaundEduard_Novel_1.txt",50716,0.0347705146,0.2883055534,0.5281146118
german,151,"1930_Roth,Joseph_Hiob_Novel_1.txt",50304,0.0352319436,0.6470815566,0.533438425
german,83,"1845_Schopenhauer,Adele_Anna_Novel_1.txt",89953,0.0366116296,0.2634015611,0.5493567781
german,22,"1795_Goethe,Johann_WilhelmMeistersLehrjahre_Novel_1.txt",195267,0.0391221374,0.0656064647,0.5783221742
german,84,"1846_Alexis,Willibald_Die HosendesHerrnvonBredow_Novel_1.txt",110304,0.0409530901,0.3765021557,0.5994470915
german,133,"1903_Reventlow,Franziska_EllenOlesjerne_Novel_1.txt",61466,0.0417266187,0.2335998278,0.6083718048
german,116,"1889_Suttner,Bertha_DieWaffennieder!_Novel_1.txt",76067,0.0425020048,0.0233445454,0.6173179493
german,89,"1849_Gotthelf,Jeremias_UliderPächter_Novel_1.txt",149821,0.0446153846,0.034737743,0.6417014157
german,70,"1833_Laube,Heinrich_DiePoeten_Novel_1.txt",63382,0.0463320463,0.0705383552,0.661507682
german,47,"1805_Paul,Jean_Flegeljahre_Novel_1.txt",157231,0.0472222222,0.1920864473,0.6717782325
german,21,"1792_Jacobi,Friedrich_EduardAllwill_Novel_1.txt",46174,0.0490516678,0.4031519406,0.6928857606
german,86,"1846_Hahn-Hahn,Ida_Sibylle_Novel_1.txt",111284,0.0518518519,0.0020969601,0.7251933443
german,66,1827_Clauren_LiebeundIrrthum_Novel_1.txt,45866,0.052299937,0.224213259,0.7303632001
german,76,"1839_Immermann,Karl_Münchhausen_Novel_1.txt",248859,0.0523005974,0.0771219893,0.73037082
german,14,"1788_Ehrmann,Marianne_NinasBriefeanihrenGeliebten_Novel_1.txt",44041,0.0525632706,0.0007209204,0.7334014549
german,73,"1836_Immermann,Karl_DieEpigonen_Novel_1.txt",196077,0.0552016985,0.0026234553,0.7638427501
german,33,"1798_Wolzogen,Caroline_AgnesvonLilien_Novel_1.txt",80298,0.0608531995,0.1276525759,0.8290478704
german,41,"1802_Brentano,Clemens_Godwi_Novel_1.txt",136920,0.0626525631,6.72248604180232e-05,0.8498083228
german,110,"1884_Anzengruber,Ludwig_Sternsteinhof_Novel_1.txt",85955,0.0678763441,0.0179430467,0.9100785539
german,132,"1903_Heyking,Elisabethvon_Briefe,dieihnnichterreichten_Novel_1.txt",47922,0.0687943262,0.2565644723,0.9206699238
german,15,"1788_Naubert,Benedikte_HermannvonUnna_Novel_1.txt",130952,0.0693568726,0.1381230288,0.9271603951
german,34,1799_Hölderlin_Hyperion_Novel_1.txt,76529,0.0754852624,0.0183475488,0.997867698
german,11,"1786_Moritz,KarlPhilipp_AndreasHartknopf_Novel_1.txt",25027,0.0781032078,0.0024816772,1.028072673
german,74,"1836_Tieck,Ludwig_DerjungeTischlermeister_Novel_1.txt",125638,0.0787253983,3.80360592952251e-08,1.035251298
german,79,"1843_Lewald,Fanny_Jenny_Novel_1.txt",94913,0.0817275748,0.1812774095,1.0698894015
german,48,"1806_Unger,FriederikeHelene_BekenntnisseeinerschönenSeele_Novel_1.txt",49428,0.0818619583,9.93790821702668e-09,1.0714398734
german,32,"1798_Unger,Friederike_JulchenGrünthal_Novel_1.txt",97791,0.0822147651,0.0026970558,1.0755104401
german,50,"1810_Arnim,Achimvon_ArmutReichtumSchuldUndBusseDerGrafinDolores_Novel_1.txt",165153,0.0865644725,5.58506294179836e-05,1.1256959032
german,135,"1905_Meysenbug,Malwida_HimmlischeundirdischeLiebe_Novel_1.txt",37894,0.0956937799,0.0002021358,1.2310267861
german,93,"1855_Freytag,Gustav_SollundHaben_Novel_1.txt",286800,0.0993091537,0.1103587339,1.2727397549
german,136,"1906_Thoma,Ludwig_AndreasVöst_Novel_1.txt",77469,0.1062628337,0.0354492609,1.3529689789
german,23,"1795_Paul,Jean_Hesperus_Novel_1.txt",246554,0.1085899514,0.000274062,1.3798184814
german,81,"1845_Keller,Gottfried_DerGrüneHeinrichErsteFassung_Novel_1.txt",267399,0.1206149848,3.72867841381491e-06,1.518559279
german,56,"1815_Hoffmann,E.T.A_DieElixiereDesTeufels_Novel_1.txt",146154,0.1243941842,0.000698856,1.5621624115
german,36,1800_Novalis_HeinrichvonOfterdingen_Novel_1.txt,45931,0.1258278146,5.18272274080385e-05,1.5787031576
german,18,"1791_Knigge,Adolph_BenjaminNoldmann_Novel_1.txt",93305,0.128,0.0340383322,1.6037651036
german,40,"1802_Arnim,Achimvon_HollinsLiebeleben_Novel_1.txt",25978,0.1374906086,0.0025516757,1.7132645579
german,16,"1789_Schiller,Friedrich_DerGeisterseher_Novel_1.txt",42344,0.1584229391,0.0028498817,1.9547747572
german,72,"1835_Gutzkow,Karl_Wally_Novel_1.txt",36403,0.1698262243,0.0008673055,2.0863420328
german,146,"1915_Kafka,Franz,DerProzeß_Novel_1.txt",71716,0.1747076023,4.64774220233938e-09,2.1426617329
german,44,"1803_Paul,Jean_Titan_Novel_1.txt",264423,0.1927236971,1.21943486862477e-07,2.3505253842
german,12,"1787_Heinse,Johann_Ardinghello_Novel_1.txt",103507,0.374227714,1.21943486862477e-07,4.4446577736
french,83,"FR_1865_Verne,Jules_Delaterrealalune_Novel_1.txt",52047,-0.2680851064,3.41328077547722e-13,-3.3846420271
french,87,"FR_1870_Verne,Jules_Vingtmillelieuessouslesmers_Novel_1.txt",136978,-0.2074788902,3.41328077547722e-13,-2.5992576981
french,17,"FR_1795_Charriere,IsabelleDe_TroisFemmes_Novel_1.txt",37346,-0.1869624264,1.83552590568553e-07,-2.3333887795
french,110,"FR_1886_Verne,Jules_RoburLeConquerant_Novel_1.txt",56458,-0.1596173212,4.47451174628592e-08,-1.9790288069
french,72,"FR_1860_Duranty,Louis_Lemalheurd'HenrietteGerard_Novel_1.txt",108819,-0.1558915537,1.05494418734504e-06,-1.9307473
french,61,"FR_1851_Lamartine,AlphonseDe_Tailleurdepierres_Novel_1.txt",55766,-0.1487873134,0.0004632017,-1.8386848132
french,40,FR_1834_Stendhal_LeRougeEtLeNoir_Novel_1.txt,169298,-0.1466408269,2.62125733159675e-06,-1.8108689056
french,28,"FR_1817_Genlis,StéphanieFélicité_InesdeCastro_1.txt",32338,-0.139408867,2.40574749649394e-05,-1.7171513249
french,19,FR_1796_RestifdelabretonneNicholas_Histoiredesara_Novel_1.txt,59675,-0.1371584699,2.3201105784512e-08,-1.6879888612
french,90,"FR_1873_Zola,Emile_LeventredeParis_Novel_1.txt",108280,-0.1311970979,1.97440511189262e-05,-1.610736585
french,102,"FR_1882_Zola,Emile_Potbouille_Novel_1.txt",133494,-0.1294919455,5.25771625418476e-08,-1.5886398413
french,112,FR_1887_Rachilde_LaMarquiseDeSade_Novel_1.txt,83967,-0.1291666667,6.24373219979011e-05,-1.5844246156
french,44,"FR_1837_Soulie,Frederic_Les Memoires du Diable_Novel_1.txt",102365,-0.1147362697,0.0004070368,-1.3974238696
french,124,"FR_1894_Renard,Jules_PoilDeCarrotte_Novel_1.txt",32569,-0.1042713568,0.0084848675,-1.2618110705
french,95,"FR_1878_Daudet,Alphonse_LeNabob_Novel_1.txt",132252,-0.0992805755,0.0001039569,-1.1971364937
french,50,"FR_1840_Senancour,EtiennePivertDe_Obermann_Novel_1.txt",116674,-0.0967328635,1.55281781082604e-05,-1.1641211827
french,41,"FR_1835_Vigny, AlfredDe_ServitudeEtGrandeurMiliitaires_Novel_1.txt",56413,-0.0956268222,2.13554910238812e-07,-1.1497882045
french,18,"FR_1795_Genlis,StephanieFelicite,ComtesseDe_LesChevaliersDuCygneOuLaCourDeCharlemagne_Novel_1.txt",176208,-0.0950704225,0.0130408209,-1.1425779286
french,53,FR_1842_Stendhal_Lamiel_Novel_1.txt,55095,-0.0917849899,7.71750513280234e-06,-1.1000026367
french,25,"FR_1804_Genlis,StephanieFelicite,ComtesseDe_LaDuchesseDeLaValliere_Novel_1.txt",76061,-0.0908032596,0.0051264138,-1.0872805827
french,139,"FR_1913_Romains,Jules_LesCopains_Novel_1.txt",31732,-0.085650723,0.0004783185,-1.0205098496
french,20,"FR_1798_Fievee,Joseph_LaDotDeSuzanneOuHistoireDeMmeDeSenneterre_Novel_1.txt",30135,-0.0841683367,0.1948605406,-1.0012998892
french,132,"FR_1902_Adam,Paul_L'enfantd'Austerlitz_Novel_1.txt",150572,-0.0827129859,8.39128797055049e-06,-0.9824402782
french,137,"FR_1912_Rolland,Romain_LaNouvelleJournee_Novel_1.txt",54916,-0.0776415645,0.0014423993,-0.9167207007
french,67,"FR_1856_Flaubert,Gustave_MadameBovary_Novel_1.txt",109394,-0.0731150038,1.16828913796881e-05,-0.858061869
french,96,"FR_1879_Cladel,Leon_OMPDRAILLES_Novel_1.txt",59362,-0.0719885959,1.21710317903246e-05,-0.8434649645
french,46,"FR_1838_Tristan,Flora_MephisTome1_Novel_1.txt",54247,-0.0708306504,0.0009218564,-0.8284593708
french,89,"FR_1873_Verne,Jules_LeTourduMondeEn80Jours_Novel_1.txt",65724,-0.0683003128,0.0495554988,-0.7956692121
french,126,"FR_1897_Bloy,Leon_LaFemmePauvre_Novel_1.txt",88156,-0.0650887574,2.05437546099578e-05,-0.7540512814
french,92,"FR_1874_Verne,Jules_LileMysterieuse_Novel_1.txt",191201,-0.0645390071,0.2033571238,-0.7469271727
french,35,"FR_1831_Sue,Eugene_AtarGull_Novel_1.txt",52385,-0.0613154961,0.0014423993,-0.7051543121
french,80,"FR_1864_Segur,Sophie,ComtesseDe_LesMalheursDeSophie_Novel_1.txt",33103,-0.0608081601,0.135978174,-0.6985798417
french,99,"FR_1879_Theuriet,Andre_LamaisondesdeuxBarbeaux_Novel_1.txt",28897,-0.0606382979,0.0066183846,-0.6963786302
french,26,"FR_1805_Cottin,MadameSophie_Mathilde_Novel_1.txt",176333,-0.0598290598,0.0320111683,-0.6858918696
french,78,"FR_1864_Erckmann,Emile_LeConscritde1813_Novel_1.txt",61692,-0.0591814159,0.0209442883,-0.6774991765
french,31,"FR_1825_Duras,ClairedeDurfort_Edouard_Novel_1.txt",30980,-0.0588807786,0.1610118408,-0.6736032749
french,130,"FR_1900_Mirbeau,Octave_LeJournalduneFemmedeChambre_Novel_1.txt",106058,-0.0574783684,0.011875582,-0.6554297097
french,111,"FR_1887_Loti,Pierre_MadameChrysantheme_Novel_1.txt",44513,-0.0557553957,0.0005975536,-0.6331020374
french,134,"FR_1907_Bazin,Rene_LeBlequiLeve_Novel_1.txt",80902,-0.0540708515,0.0407823798,-0.6112723519
french,33,"FR_1831_Hugo,Victor_Notre-DameDeParis_Novel_1.txt",166400,-0.05,0.2033571238,-0.5585189688
french,37,"FR_1833_Balzac,HonoreDe_EugénieGrandet_Novel_1.txt",62034,-0.0499757399,0.1634481501,-0.5582045872
french,57,"FR_1848_Sandeaux,Jules_MademoiselleDeLaSeigliere_Novel_1.txt",67383,-0.0490998363,0.1256337992,-0.5468539205
french,127,"FR_1897_France,Anatole_LormeduMail_Novel_1.txt",44819,-0.0475917431,0.0565861008,-0.5273108298
french,36,"FR_1832_Karr,Alphonse_SousLesTilleuls_Novel_1.txt",109211,-0.0472930927,0.1381230288,-0.5234406766
french,116,"FR_1889_Bourget,Paul_LeDisciple_Novel_1.txt",79407,-0.0470430108,0.0757670531,-0.5201999124
french,74,"FR_1862_Hugo,Victor_LesMiserables_Novel_1.txt",503368,-0.0459501558,0.1338588665,-0.5060378142
french,88,"FR_1871_Zola,Emile_LafortunedesRougon_Novel_1.txt",115556,-0.043533123,0.3468077061,-0.4747159506
french,146,"FR_1925_Gide,Andre_LesFauxmonnayeurs_Novel_1.txt",108051,-0.041172801,0.4794709857,-0.4441289902
french,123,"FR_1894_France,Anatole_LeLysRouge_Novel_1.txt",76961,-0.0402075227,0.0048669511,-0.4316201339
french,143,"FR_1920_Duhamel,Georges_LaConfessiondeMinuit_Novel_1.txt",34305,-0.0401606426,0.1338588665,-0.4310126233
french,2,"FR_1771_Dorat,ClaudeJoseph_LesSacrificesDeLAmour_Novel_1.txt",67458,-0.0397614314,0.058739412,-0.4258393225
french,15,"FR_1787_Charriere,IsabelleDe_CalisteOuLettresDeLausanne_Novel_1.txt",48599,-0.0393227744,0.0167755743,-0.420154851
french,11,"FR_1783_Berquin,M.Arnaud_LAmiDesEnfants_Novel_1.txt",34922,-0.0372290292,0.1812774095,-0.3930224083
french,113,"FR_1888_Barres,Maurice_Sousloeilsdesbarbares_Novel_1.txt",23734,-0.0336856011,0.1709220547,-0.3471038025
french,144,"FR_1921_Chardonne,Jacques_Lepithaleme_Novel_1.txt",84535,-0.0324754902,0.2774463482,-0.331422208
french,49,"FR_1840_Merimee,Prosper_Colomba_Novel_1.txt",44389,-0.0322122217,0.183936815,-0.328010562
french,14,"FR_1787_Beckford,William_VathekConteArabe_Novel_1.txt",32197,-0.0321285141,0.1469611639,-0.3269258107
french,147,"FR_1926_Giraudoux,Jean_Bella_Novel_1.txt",47171,-0.0297723292,0.0171571795,-0.2963924638
french,133,"FR_1904_Frapie,Leon_LaMaternelle,Roman_Novel_1.txt",65276,-0.0277966102,0.1338588665,-0.2707894992
french,63,"FR_1851_Murger,Henri_ScènesviedeBohème_Novel_1.txt",98575,-0.0275650842,0.9168673973,-0.267789199
french,122,"FR_1893_Rachilde,MargueriteEymery_Lanimale_Novel_1.txt",65431,-0.0269709544,0.0391940621,-0.260089984
french,108,FR_1885_Rachilde_Nono_Novel_1.txt,37970,-0.0266745702,0.2062477965,-0.2562491991
french,60,"FR_1851_Dumas,Alexandre_OlympesDesCleves_Novel_1.txt",236634,-0.0260960334,0.9360049449,-0.2487520512
french,6,"FR_1776_Riccoboni,MarieJeannedeHeurlesLaborasdeMezieres_LettresDeMylordRiversASirCharlesCardigan_Novel_1.txt",44458,-0.0254137116,0.0110626106,-0.2399099736
french,29,"FR_1818_Nodier,Charles_JeanSbogar_Novel_1.txt",40421,-0.0247444863,0.8221080832,-0.2312376113
french,54,"FR_1843_Balzac,HonoreDe_IllusionsPerdues_Novel_1.txt",220177,-0.0243597751,0.7848346342,-0.2262522134
french,100,"FR_1879_Verne,Jules_500 Millions de la Begum_Novel_1.txt",50679,-0.0231532525,0.7238222425,-0.2106171177
french,70,"FR_1858_Gauthier,Theophile_Leromandelamomie_Novel_1.txt",54580,-0.0194426442,0.6071884908,-0.1625320568
french,118,"FR_1891_Barrès,Maurice_LeJardindeBerenice_Novel_1.txt",31316,-0.0184085511,0.0361730451,-0.1491314423
french,48,"FR_1839_Topffer,Rodolphe_NouvellesGenevoises_Novel_1.txt",112970,-0.0159883721,0.5151630022,-0.1177688072
french,119,"FR_1891_Zola,Emile_LaBeteHumaine_Novel_1.txt",124110,-0.0127118644,0.7786671533,-0.0753091726
french,107,"FR_1884_Peladin,Josephin_LeViceSupreme_Novel_1.txt",87386,-0.0097765363,0.8724168216,-0.0372708189
french,128,"FR_1899_Vogue,Eugene_LesMortsQuiParlent_Novel_1.txt",95813,-0.0092735703,0.9041347936,-0.0307529792
french,12,"FR_1784_Diderot,Denis_JacquesLeFataliste_Novel_1.txt",85056,-0.0054978619,0.3186337661,0.0181757015
french,79,"FR_1864_Goncourt,Edmundde_Renee Mauperin_Novel_1.txt",62334,-0.0051813472,0.2091678903,0.0222773559
french,135,"FR_1907_Farrere,Claude_LhommeQuiAssassina_Novel_1.txt",51770,-0.0045377198,0.5099818615,0.0306179993
french,86,"FR_1869_Goncourt,EdmondDe_MadameGervaisais_Novel_1.txt",56176,-0.0019920319,0.4356164881,0.0636070808
french,142,"FR_1919_Benoit,Pierre_Latlantide_Novel_1.txt",60387,-0.0013003901,0.601579286,0.0725699336
french,76,"FR_1863_Gautier,Theophile_LeCapitaineFracasseTexteComplet1863_Novel_1.txt",182887,0,0.5521736497,0.0894214397
french,109,"FR_1886_Bloy,Leon_LeDésespéré_Novel_1.txt",102358,0,0.2465392801,0.0894214397
french,68,"FR_1857_About,Edmund_Leroidesmontagnes_Novel_1.txt",62898,0.00332668,0.7848346342,0.1325312473
french,16,"FR_1788_Florian,Jean-Pierre_Estelle_Novel_1.txt",31678,0.0036250647,0.5684215415,0.1363979582
french,106,"FR_1884_Huysman,JK_ARebours_Novel_1.txt",62089,0.0039556962,0.601579286,0.140682548
french,131,FR_1900_Rachilde_LaJongieuse_Novel_1.txt,48285,0.0043613707,0.8914265465,0.1459396062
french,3,"FR_1772_Arnaud,FrancoisThomasMariedeBaculardd'_EpreuvesDuSentiment_Novel_1.txt",197105,0.0047355959,0.5361548582,0.1507891185
french,136,"FR_1908_Leroux,Gaston_LeParfumdelaDameenNoir_Novel_1.txt",93325,0.0049046322,0.3070268024,0.1529796269
french,66,FR_1855_Champfleury_LesBourgeoisDeMolinchart_Novel_1.txt,92095,0.0049423394,0.4261918151,0.1534682676
french,115,"FR_1889_Barres,Maurice_UnHommeLibre_Novel_1.txt",34456,0.0058517555,0.2957005619,0.165253217
french,24,"FR_1803_Krudener,Barbara_Valerie-Novel_1.txt",57255,0.0102857143,0.3147335808,0.222712038
french,8,"FR_1782_Genlis,StephanieFelicite,Comtessede_AdeleEtTheodoreOuLettresSurLEducation_Novel_1.txt",236595,0.0218150087,0.815865727,0.372117953
french,7,"FR_1779_LoaiselTreogate,JM_LucileEtMilcourt_Novel_1.txt",28688,0.0230099502,0.6998717591,0.387602971
french,21,"FR_1799_Cottin,Sophie_ClairedAlbe_Novel_1.txt",36216,0.0235487404,0.4451590486,0.3945850494
french,9,"FR_1782_Laclos,ChoderlosDe_LesLiaisonsDangereuses_Novel_1.txt",134570,0.023880597,0.1216702102,0.3988855154
french,141,"FR_1915_Bourget,Paul_LeSensDeLaMort_Novel_1.txt",45470,0.024512885,0.1317649418,0.4070792138
french,104,"FR_1883_Zola,Emile_AuBonheurdesDames_Novel_1.txt",144781,0.0263157895,0.398634251,0.4304427073
french,71,"FR_1859_Dumas,Alexandre_AventuredAmour_Novel_1.txt",30843,0.0265633647,0.6820993598,0.4336509871
french,93,"FR_1875_Theuriet,Andre_LeMariagedeGerard_Novel_1.txt",43739,0.0291036088,0.0130408209,0.4665695238
french,129,FR_1900_Colette_Claudineal'ecole_Novel_1.txt,71065,0.0292164675,0.034737743,0.468032037
french,10,"FR_1782_Lesuire,RobertMartin_L'AventurierFrancoisOuMemoiresDeGregoireMerveil_Novel_1.txt",50373,0.0305938812,0.3509569692,0.4858816777
french,84,"FR_1868_Daudet,Alphonse_LePetitChose_Novel_1.txt",80187,0.0314167161,0.1538658612,0.4965446365
french,43,"FR_1836_Musset,Alfred_Confessions_Novel_1.txt",87804,0.0316368638,0.6128206936,0.4993974891
french,103,"FR_1883_Maupassant,Guy_UneVie_Novel_1.txt",71349,0.0317073171,0.2033571238,0.5003104792
french,62,"FR_1851_Murger,Henri_ScenesViedeJeunesse_Novel_1.txt",39964,0.0323480201,0.1684031151,0.5086132266
french,59,"FR_1849_Lamartine,Alphonse_Raphael_Novel_1.txt",57718,0.0326633166,0.601579286,0.5126990935
french,151,"FR_1929_Dabit,Eugene_LhotelduNord_Novel_1.txt",34701,0.036969697,0.0544982327,0.5685046508
french,75,"FR_1862_Reider,Paul_Mademoiselle Vallantin_Novel_1.txt",48197,0.0375288684,0.0598410591,0.5757508456
french,5,"FR_1775_Gerard,PhilippeLouis_LeComteDeValmont_Novel_1.txt",163003,0.0386071158,0.2668663602,0.5897236476
french,39,"FR_1833_Sand,George_Lelia_Novel_1.txt",64269,0.0421792619,0.0680360465,0.6360144029
french,27,"FR_1807_Stael,MadameDe_CorinneOuLItalie_Novel_1.txt",170774,0.0423529412,0.0620952413,0.6382650798
french,58,"FR_1849_Dumas,Alexandre_MilleetunFantome_Novel_1.txt",252284,0.0426179604,0.011875582,0.6416994135
french,98,"FR_1879_Loti,Pierre_Aziyade_Novel_1.txt",49218,0.043452381,0.0020383787,0.652512509
french,85,"FR_1869_Flaubert,Gustave_L'ÉducationSentimentale_Novel_1.txt",136618,0.047257384,0.023851957,0.7018208131
french,138,"FR_1913_Proust,Marcel_DuCotedeChezSwann_Novel_1.txt",164210,0.0482490272,0.1236397342,0.7146713281
french,145,"FR_1922_Proust,Marcel_LaFugitive_Novel_1.txt",103389,0.0490516678,0.0486130107,0.7250725926
french,114,"FR_1888_Zola,Emile_LeReve_Novel_1.txt",65421,0.0496083551,0.0010095965,0.732286597
french,45,"FR_1838_Dumas,Alexandre_LECAPITAINEPAUL_Novel_1.txt",59922,0.0507356672,0.0965757384,0.746895218
french,94,"FR_1877_Flaubert,Gustave_TroisContes_Novel_1.txt",28930,0.0526735834,0.1032864384,0.7720083026
french,13,"FR_1784_Diderot,Denis_LaReligieuse_Novel_1.txt",59143,0.0541494997,0.0011384798,0.7911344189
french,120,"FR_1891_Zola,Emile_Largent_Novel_1.txt",140762,0.0553449583,0.0130408209,0.8066261375
french,91,"FR_1874_Gobineau,Arthur,comtede_LesPleiadesroman_Novel_1.txt",111760,0.0555138785,0.0243688056,0.8088151416
french,81,"FR_1865_Dumas,Alexandre_LEFILSDUFORÇAT_Novel_1.txt",64094,0.0568521843,0.0486130107,0.8261579904
french,150,"FR_1927_Duhamel,Georges_JournaldeSalavin_Novel_1.txt",41243,0.06,0.0361730451,0.8669499299
french,73,"FR_1861_Goncourt,EdmondDe_SoeurPhilomene_Novel_1.txt",50493,0.0601971977,0.0223574861,0.8695053773
french,56,"FR_1847_Gauthier,Theophile_Militona_Noel_1.txt",37043,0.0608028335,0.0982201475,0.8773536956
french,117,"FR_1889_Goncourt,Edmundde_GerminieLacerteux_Novel_1.txt",63454,0.0653179191,0.4122779006,0.9358638231
french,34,"FR_1831_Nodier,Charles_LaFeeAuxMiettes_Novel_1.txt",58289,0.0657030223,0.0871622107,0.9408543024
french,149,"FR_1927_Bernanos,Georges_Limposture_Novel_1.txt",78519,0.0691562932,0.0110626106,0.9856045773
french,64,FR_1853_Champfleury_AventuresdeMelleMariette_Novel_1.txt,80136,0.0706095353,0.0153219313,1.0044368627
french,30,"FR_1821_Latouche,HenriDe_DernieresLettresDeDeuxAmansDeBarcelone_Novel_1.txt",34200,0.0736842105,0.0098160277,1.0442809891
french,82,"FR_1865_Merimee,Prosper_Cosaquesd'autrefois_Novel_1.txt",66378,0.0737913486,0.0300873464,1.0456693708
french,4,"FR_1774_Mercier,LouisSebastian_LanDeuxMilleQuatreCentQuarante_Novel_1.txt",62596,0.0744891233,3.54711027618148e-05,1.0547116989
french,105,"FR_1884_Bourges,Elemir_LeCrepusculedesDieux_Novel_1.txt",73435,0.0764989662,0.0049951757,1.0807568683
french,148,"FR_1926_Ramuz,CharlesFerdinand_GrandePeurDanslaMontagne_Novel_1.txt",48231,0.0768136558,7.78472524629765e-05,1.0848348695
french,97,"FR_1879_Huysman,JK_LesSoeursVatard_Novel_1.txt",62303,0.0793220339,2.48198868734976e-07,1.1173404606
french,38,"FR_1833_Borel,Petrus_ChampavertContesImmoraux_Novel_1.txt",52178,0.0795306389,0.0011049204,1.1200437322
french,125,"FR_1896_Estaunie,Eduard_Lempreinte_Novel_1.txt",67720,0.0901339829,0.081304388,1.2574504343
french,32,"FR_1829_Janin,JulesGabriel_L'aneMortEtLaFemmeGuillotinee_Novel_1.txt",35275,0.0915151515,0.0001761757,1.2753487328
french,52,"FR_1842_Reybaud,Louis_JeromePaturotALaRechercheD'unePositionSociale_Novel_1.txt",129567,0.0998336106,1.83552590568553e-07,1.383146049
