word.count,avg.ttr,sd.ttr,FILENAME,LIBRARIES,TITLE,AUTH_LAST,AUTH_FIRST,AUTH_ID,PUBL_CITY,PUBLISHER,PUBL_DATE,Label
81342,0.48255,0.0346186658,00002236.txt,249,Melomaniacs,Huneker,James,A_01737,New York,Charles Scribner's Sons,1902,
83933,0.44091,0.0343479213,00004283.txt,1,Miss Maitland: private secretary,Bonner,Geraldine,A_00331,New York/London,D. Appleton & Co.,1919,
66451,0.41253,0.0215343067,00010330.txt,221,The Maltese falcon,Hammett,Dashiell,A_01524,New York/London,Alfred A. Knopf,1930,
70966,0.46207,0.0379037204,00000164.txt,151,Old Creole days,Cable,George Washington,A_00512,New York,Charles Scribner's Sons,1883,
168848,0.43824,0.0169533644,00004054.txt,203,The rise of David Levinsky,Cahan,Abraham,A_00514,New York/London,Harper & Bros.,1917,
150265,0.43163,0.0304891618,00001752.txt,336,Their silver wedding journey,Howells,William Dean,A_01716,New York/London,Harper & Bros.,1899,
82575,0.43102,0.024367133,00003462.txt,30,The Gods of Mars,Burroughs,Edgar Rice,A_00493,New York,Ballantine Books,1912,
53642,0.45466,0.0221852713,00003255.txt,296,The finer grain,James,Henry,A_01780,New York,Charles Scribner's Sons,1910,
51913,0.43952,0.0196553537,00003239.txt,155,The young forester,Grey,Zane,A_01462,New York,Grosset & Dunlap,1910,
67629,0.40036,0.0231545183,00001495.txt,92,Old Ebenezer,Read,Opie Percival,A_02858,Chicago,Laird & Lee,1897,
94055,0.42954,0.0251650792,00004042.txt,197,The light in the clearing,Bacheller,Irving,A_00117,Indianapolis,Bobbs-Merrill Co.,1917,
93244,0.42925,0.0182415748,00003608.txt,262,The heart of the hills,Fox,John,A_01235,New York,Charles Scribner's Sons,1913,
90511,0.47515,0.025993929,00004684.txt,443,Cytherea,Hergesheimer,Joseph,A_01634,New York,Alfred A. Knopf,1922,
66820,0.39815,0.0191260439,00003002.txt,44,The girl from Montana,Hill,Grace Livingston,A_01654,New York,Grosset & Dunlap,1908,
58717,0.46773,0.036880877,00000390.txt,56,Princess,McClelland,M. G.,A_02306,New York,Henry Holt & Co.,1886,
55426,0.45639,0.0248087208,00004879.txt,51,"""Pilgrimage Volume 1 (""""Pointed Roofs"""")""",Richardson,Dorothy,A_02896,London,Duckworth & Co,1915,
71163,0.46298,0.0320964393,00004702.txt,305,The trail of conflict,Loring,Emilie Baker,A_02125,New York,Grosset & Dunlap,1922,
86419,0.44432,0.024250744,00001004.txt,50,A century too soon,Musick,John R.,A_02519,New York,unk & Wagnalls Co.,1893,
167930,0.4156,0.0190469913,00011029.txt,312,The cross,Undset,Sigrid,A_03438,New York/London,Alfred A. Knopf,1927,
64385,0.43217,0.0247655899,00011128.txt,16,The crystal claw,Le Queux,William,A_02014,New York,Macaulay Co.,1924,
43824,0.45369,0.0238876558,00001629.txt,48,Moran of the Lady Letty,Norris,Frank,A_02566,New York,"""Doubleday, Page & Co.""",1898,
41884,0.43958,0.0372949424,00002028.txt,56,The gentle art of cooking wives,Worthington,Elizabeth Strong,A_03716,New York,Dodge,1900,
36108,0.43661,0.0374203248,00001919.txt,60,Way down East,Grismer,Joseph Rhode,A_01472,New York,J.S. Ogilvie,1900,
54432,0.47514,0.0283766229,00004882.txt,93,Jacob's Room,Woolf,Virginia,A_03708,London,Hogarth Press,1922,
66120,0.44669,0.0226308518,00003390.txt,48,Her weight in gold,McCutcheon,George Barr,A_02321,Indianapolis,Bobbs-Merrill,1911,
49926,0.43843,0.0280350628,00010228.txt,19,Never-fail Blake,Stringer,Arthur,A_03297,New York,A.L. Burt Co.,1924,
104372,0.4353,0.0269130662,00003825.txt,41,The landloper,Day,Holman,A_00884,New York,Harper & Bros.,1915,
39868,0.45173,0.0282445507,00000475.txt,59,Jim Cummings: or: The great Adams Express robbery,Pinkerton,Frank,A_02755,Chicago,Laird & Lee,1887,
86555,0.50526,0.0292921957,00002696.txt,44,The Great Mogul,Tracy,Louis,A_03406,New York,E.J. Clode,1905,
52804,0.39159,0.0182375431,00003156.txt,28,Toby Tyler,Otis,James,A_02623,New York,Harper & Bros.,1909,
106185,0.47179,0.0327559988,00003067.txt,70,The silver horde,Beach,Rex,A_00208,New York,A.L. Burt Co.,1909,
54308,0.48166,0.0249622827,00010247.txt,326,Firecrackers,Van Vechten,Carl,A_03456,New York,Alfred A. Knopf,1925,
117458,0.40533,0.0243870536,00000792.txt,150,The quality of mercy,Howells,William Dean,A_01716,New York,Harper & Bros.,1891,
79675,0.44567,0.021698138,00011222.txt,51,The Runagates Club,Buchan,John,A_00449,London,Hodder & Stoughton Ltd.,1928,
102491,0.37192,0.0248407778,00003842.txt,74,Fidelity,Glaspell,Susan,A_01373,Boston,"""Small, Maynard""",1915,
63708,0.40387,0.0245746256,00011309.txt,53,Sir! she said,Waugh,Alec,A_03537,New York,"""Farrar & Rinehart, Inc.""",1930,
60318,0.45,0.0275439043,00000083.txt,34,A chance acquaintance,Howells,William Dean,A_01716,Boston,Houghton Mifflin Co.,1881,
75219,0.43606,0.0311856027,00003722.txt,30,The rustlers of Pecos County,Grey,Zane,A_01462,New York,Dorchester Pub. Co.,1914,
100256,0.39876,0.0337998028,00001872.txt,163,In the palace of the king,Crawford,F. Marion,A_00778,Mass./New York/London,Macmillan Co.,1900,
102119,0.45284,0.0219709266,00010315.txt,341,Falcons of France,Nordhoff,Charles,A_02564,Boston,"""Little, Brown, & Co.""",1929,
58899,0.46616,0.0334294735,00011185.txt,38,Stepsons of France,Wren,Percival Christopher,A_03718,New York,F.A. Stokes Co.,1926,
57409,0.43526,0.0256619909,00004734.txt,179,They call me Carpenter,Sinclair,Upton,A_03151,Chicago/Pasadena/Calif.,Paine Book Co.he Paine Book Co.he Paine Book Co.he Paine Book Co.,1922,
71111,0.41606,0.0232998981,00011225.txt,18,Tragedy at Ravensthorpe,Stewart,Alfred Walter,A_03264,Boston,Little,1928,
63423,0.42554,0.0173685074,00003699.txt,66,The beasts of Tarzan,Burroughs,Edgar Rice,A_00493,New York,Ballantine,1914,
115034,0.45944,0.0349895569,00004116.txt,55,Slippy McGee,Oemler,Marie Conway,A_02598,New York,Century Co.,1917,
76672,0.43065,0.0404475905,00002808.txt,106,A spinner in the sun,Reed,Myrtle,A_02865,New York/London,"""G.P. Putnam's Sons, The Knickerbocker Press""",1906,
65475,0.45928,0.0403815339,00001317.txt,67,A tame surrender,King,Charles,A_01908,Philadelphia,J.B. Lippincott Co.,1896,
56964,0.42377,0.0183616063,00003171.txt,87,When a man marries,Rinehart,Mary Roberts,A_02912,New York,Review of Reviews Co.,1909,
68895,0.4262,0.0262663129,00010320.txt,112,Cup of Gold,Steinbeck,John,A_03245,New York,R.M. McBride,1929,
44322,0.4367,0.0216480106,00002475.txt,113,The heart of Happy Hollow,Dunbar,Paul Laurence,A_01012,New York,"""Dodd, Mead & Co.""",1904,
79478,0.42525,0.0197634368,00001467.txt,56,Wolfville,Lewis,Alfred Henry,A_02057,New York,Frederick A. Stokes,1897,
74086,0.43637,0.0305854177,00004163.txt,35,Skyrider,Bower,B. M.,A_00348,Boston,"""Little, Brown, & Co.""",1918,
79436,0.44402,0.0230931272,00011279.txt,52,Summer lightning,Wodehouse,P. G.,A_03684,London,H. Jenkins,1929,
69287,0.43049,0.0268122899,00011254.txt,15,Partners in crime,Christie,Agatha,A_00647,London,W. Collins,1929,
68463,0.43107,0.0266856959,00003144.txt,97,The goose girl,MacGrath,Harold,A_02179,Indianapolis,Bobbs-Merrill Co.,1909,
85443,0.42586,0.0260663567,00004368.txt,68,The Paliser case,Saltus,Edgar,A_03012,New York,Boni & Liveright,1919,
111010,0.44907,0.03509216,00000117.txt,58,Sharing her crime,Fleming,May Agnes,A_01191,New York,G.W. Dillingham,1882,
66349,0.43333,0.0347231635,00003772.txt,39,A daughter of the dons,Raine,William MacLeod,A_02842,New York,Grosset & Dunlap,1914,
72292,0.41659,0.0204949341,00010252.txt,20,The white wolf,Faust,Frederick Schiller,A_01142,New York,G.P. Putnam's Sons,1926,
48745,0.46478,0.0445345355,00003591.txt,46,The gay rebellion,Chambers,Robert W.,A_00604,New York/London,D. Appleton & Co.,1913,
41602,0.40648,0.0297635395,00003042.txt,61,The wooing of Calvin Parks,Richards,Laura Elizabeth Howe,A_02895,Boston,Dana Estes & Co.,1908,
119049,0.42635,0.0221652996,00003526.txt,69,The hollow of her hand,McCutcheon,George Barr,A_02321,New York,"""Dodd, Mead""",1912,
177031,0.40976,0.0302948874,00004813.txt,196,The man from Glengarry,Connor,Ralph,A_00716,Chicago/New York,etc. F.H. Revell Co.,1901,
75076,0.46394,0.022911697,00010026.txt,330,The call of the canyon,Grey,Zane,A_01462,New York,Grosset & Dunlap,1924,
75409,0.43727,0.0193760526,00011142.txt,74,The secret of chimneys,Christie,Agatha,A_00647,London,Bodley Head,1925,
264850,0.49906,0.054140263,00004881.txt,118,Ulysses,Joyce,James,A_01848,Paris,Shakespeare & Co,1922,Ulysses
54369,0.42191,0.0306574739,00004065.txt,30,Children of the desert,Dodge,Louis,A_00962,New York,Charles Scribner's Sons,1917,
79155,0.39667,0.0278814427,00001346.txt,84,The Jucklins,Read,Opie Percival,A_02858,Chicago,Laird & Lee,1896,
117652,0.42605,0.0232206696,00001534.txt,85,The Puritans,Bates,Arlo,A_00192,Boston/New York,Houghton Mifflin Co.,1898,
160122,0.4064,0.0274498625,00004849.txt,300,Sons and lovers,Lawrence,D. H.,A_02006,New York,M. Kennerley,1913,
159379,0.45349,0.0328770268,00003532.txt,313,A Hoosier chronicle,Nicholson,Meredith,A_02554,Boston/New York,Houghton Mifflin Co.,1912,
66821,0.45293,0.0219670345,00003828.txt,55,The foolish virgin,Dixon,Thomas,A_00951,New York/London,D. Appleton & Co.,1915,
80264,0.41489,0.0202004575,00011115.txt,17,Blue hand,Wallace,Edgar,A_03493,New York,A.L. Burt,1923,
71702,0.43148,0.0252364495,00004596.txt,38,Manslaughter,Miller,Alice Duer,A_02400,New York,Grosset & Dunlap,1921,
69707,0.43609,0.0277554599,00004646.txt,45,The idol of Paris,Bernhardt,Sarah,A_00272,New York,Macaulay Co.,1922,
88109,0.46858,0.0443077347,00003708.txt,39,Diane of the green van,Dalrymple,Leona,A_00837,Chicago,Boilly & Britton Co.,1914,
50684,0.40564,0.0220946175,00010210.txt,12,Judy,Bailey,Temple,A_00125,,"""Philadephia, Penn Pub. Co.""",1923,
166694,0.48497,0.0301824268,00004455.txt,1136,Main Street,Lewis,Sinclair,A_02064,New York,"""Harcourt, Brace & Co.""",1920,
116745,0.42702,0.0311234038,00004708.txt,401,Children of the market place,Masters,Edgar Lee,A_02269,New York,Macmillan Co.,1922,
60644,0.44572,0.0290019435,00004270.txt,76,Joy in the morning,Andrews,Mary Raymond Shipman,A_00073,New York,Charles Scribner's Sons,1919,
100123,0.42737,0.0394913761,00011022.txt,370,No more parades,Ford,Ford Madox,A_01214,New York,A. & C. Boni,1925,
68997,0.39495,0.0239504434,00003707.txt,38,Kazan,Curwood,James Oliver,A_00821,Indianapolis,Bobbs-Merrill Co.,1914,
65504,0.39333,0.0213782931,00003784.txt,27,Dave Porter in the gold fields,Stratemeyer,Edward,A_03286,Boston,"""Lothrop, Lee & Shepard Co.""",1914,
65301,0.43835,0.0319716968,00004521.txt,224,Seeing things at night,Broun,Heywood,A_00414,New York,"""Harcourt, Brace & Co.""",1921,
53037,0.41595,0.0293754433,00010324.txt,379,East wind: west wind,Buck,Pearl S.,A_00453,New York,John Day,1930,
45953,0.43044,0.0202346438,00001084.txt,56,The land of the changing sun,Harben,Will N.,A_01539,New York,Merriam,1894,
120434,0.44388,0.0295752012,00000883.txt,58,Lily Pearl and the mistress of Rosedale,Glenwood,Ida,A_01376,Chicago,Dibble,1892,
142605,0.46503,0.0258415744,00000186.txt,67,Elsie Venner,Holmes,Oliver Wendell,A_01682,New York,Grosset & Dunlap,1883,
38531,0.38709,0.0280987059,00002832.txt,43,Seeing France with Uncle John,Warner,Anne,A_03519,New York,Century Co.,1906,
74850,0.4535,0.0308156788,00011108.txt,19,Anderby Wold,Holtby,Winifred,A_01684,London,"""John Lane, the Bodley Head""",1923,
71126,0.44558,0.0247154227,00004122.txt,46,The Yukon trail,Raine,William MacLeod,A_02842,New York,Grosset & Dunlap,1917,
42622,0.37992,0.0234088302,00004161.txt,32,Kitty Canary,Bosher,Kate Langley,A_00336,New York/London,Harper & Bros.,1918,
139492,0.46679,0.029219578,00002856.txt,103,The younger set,Chambers,Robert W.,A_00604,New York,A.L. Burt Co.,1907,
90717,0.44006,0.0389767659,00001528.txt,90,The Californians,Atherton,Gertrude Franklin Horn,A_00099,New York/London,J. Lane. Lane,1898,
82197,0.43648,0.0340096481,00011267.txt,14,Another part of the wood,Mackail,Denis George,A_02183,Boston/New York,Houghton Mifflin Co.,1929,
82069,0.43913,0.0224897979,00010246.txt,82,The wind,Scarborough,Dorothy,A_03041,New York/London,Harper & Bros.,1925,
76726,0.42423,0.0313925472,00002494.txt,150,Samantha at the St. Louis Exposition,Holley,Marietta,A_01680,New York,G.W. Dillingham Co.,1904,
100923,0.44221,0.0252763694,00010306.txt,33,They stooped to folly,Glasgow,Ellen Anderson Gholson,A_01372,Garden City/N.Y.,. : Country Life Press,1929,
70292,0.4189,0.0277425029,00004615.txt,28,Drag Harlan,Seltzer,Charles Alden,A_03080,New York,Grosset & Dunlap,1921,
85322,0.46246,0.0196758684,00011140.txt,84,John Macnab,Buchan,John,A_00449,London,Hodder & Stoughton,1925,
71549,0.4184,0.0217812819,00003043.txt,53,The circular staircase,Rinehart,Mary Roberts,A_02912,New York,Grosset & Dunlap,1908,
112483,0.42076,0.0310519669,00011226.txt,19,Out of the silence,Cox,Erle,A_00767,New York,Rae D. Henkle Co.,1928,
90701,0.4692,0.0268629142,00002776.txt,65,Tonio,King,Charles,A_01908,New York,G.W. Dillingham Co.,1906,
105331,0.45057,0.0363979839,00001606.txt,159,Prisoners of hope,Johnston,Mary,A_01828,Boston,Houghton Mifflin Co.,1898,
73654,0.43404,0.0295521863,00003356.txt,34,Torchy,Ford,Sewell,A_01220,New York,Grosset & Dunlap,1911,
83176,0.45696,0.0312154197,00001074.txt,114,Peak and prairie,Fuller,Anna,A_01274,New York,etc. G.P. Putnam's Sons,1894,
81098,0.47327,0.0373192222,00002845.txt,36,Crestlands,Bayne,Mary Addams,A_00205,Cincinnati,. : Standard Pub. Co.,1907,
38693,0.47429,0.029989323,00010264.txt,106,Jarnegan,Tully,Jim,A_03422,New York,Albert & Charles Boni,1926,
65134,0.42313,0.0259905402,00004505.txt,27,In the onyx lobby,Wells,Carolyn,A_03562,New York,George H. Doran Co.,1920,
86530,0.41766,0.0309722,00011197.txt,24,The Ponson case,Crofts,Freeman Wills,A_00792,New York,A. & C. Boni,1927,
74898,0.61664,0.0345398379,00002703.txt,26,The rejuvenation of Aunt Mary,Warner,Anne,A_03519,Boston,"""Little, Brown, & Co.""",1905,
57351,0.47264,0.0317224453,00004414.txt,58,The certain hour,Cabell,James Branch,A_00511,New York,R.M. McBride & Co.,1920,
110014,0.43878,0.035926575,00004710.txt,60,Viola Gwyn,McCutcheon,George Barr,A_02321,New York,"""Dodd, Mead & Co.""",1922,
52655,0.41577,0.0338125716,00003293.txt,27,The pony rider boys in Texas,Patchin,Frank Gee,A_02663,Philadelphia,H. Altemus,1910,
69700,0.41259,0.0302371419,00004391.txt,488,The re-creation of Brian Kent,Wright,Harold Bell,A_03720,Chicago,Book Supply Co.,1919,
185291,0.45557,0.0222911202,00004840.txt,214,Clayhanger,Bennett,Arnold,A_00255,New York,George H. Doran Co.,1910,
73105,0.44337,0.0169757135,00011117.txt,10,Indiscretions of Archie,Wodehouse,P. G.,A_03684,New York,A.L. Burt Co.,1923,
153328,0.44445,0.0245683442,00003814.txt,721,The song of the lark,Cather,Willa,A_00587,Boston/New York,Houghton Mifflin Co.,1915,
45987,0.46789,0.0336496792,00004631.txt,27,Lady Luck,Wiley,Hugh,A_03626,New York,Alfred A. Knopf,1921,
72596,0.44393,0.0225362805,00004485.txt,37,Oh: you Tex!,Raine,William MacLeod,A_02842,New York,Grosset & Dunlap,1920,
108821,0.43028,0.0223656844,00004686.txt,29,The city of fire,Hill,Grace Livingston,A_01654,New York,Grosset & Dunlap,1922,
60739,0.4167,0.0209923026,00011025.txt,19,Payment deferred,Forester,C. S.,A_01221,London,J. Lane : Bodley Head,1926,
127714,0.42665,0.027111582,00000713.txt,57,The Aztec treasure-house,Janvier,Thomas A.,A_01789,New York,Harper & Bros.,1890,
97796,0.41719,0.0317240931,00002738.txt,350,The awakening of Helena Richie,Deland,Margaret,A_00904,New York/London,Harper & Bros.,1906,
83220,0.4409,0.0282276102,00002267.txt,67,Rockhaven,Munn,Charles Clark,A_02507,Boston,Lee & Shepard,1902,
92084,0.42659,0.0234206569,00010285.txt,83,Knights of Charlemagne,Echols,Ula Waterhouse,A_01049,New York/London,"""Longmans, Green & Co.""",1928,
73561,0.45273,0.0413330535,00002464.txt,64,In search of the unknown,Chambers,Robert W.,A_00604,New York,Harper & Bros.,1904,
83846,0.45615,0.0404725559,00011207.txt,40,Clouds of witness,Sayers,Dorothy L.,A_03040,New York,"""Harcourt, Brace & Co.""",1927,
71493,0.41763,0.0292808259,00003919.txt,48,The dark tower,Bottome,Phyllis,A_00338,New York,Century Co.,1916,
59162,0.42618,0.0307128703,00011284.txt,110,The man who made gold,Belloc,Hilaire,A_00241,London,Arrowsmith,1930,
99003,0.45355,0.0298834014,00004479.txt,96,The purple heights,Oemler,Marie Conway,A_02598,New York,Century Co.,1920,
110103,0.41919,0.0230093064,00002763.txt,37,The Leavenworth case,Green,Anna Katharine,A_01444,New York/London,G.P. Putnam's Sons,1906,
64038,0.44359,0.0407659233,00011039.txt,400,Vile bodies,Waugh,Evelyn,A_03538,Boston,"""Little, Brown""",1930,
88194,0.47278,0.0353592186,00003865.txt,28,The man from the bitter roots,Lockhart,Caroline,A_02107,Philadelphia/London,J.B. Lippincott Co.,1915,
72868,0.43836,0.0308337084,00003548.txt,77,The wreck of the Titan: or: Futility,Robertson,Morgan,A_02928,New York,Published by McClure's magazine & Metropolitan magazine,1912,
59322,0.49293,0.0418572019,00004597.txt,77,Pipefuls,Morley,Christopher,A_02475,Garden City/N.Y.,"""Doubleday, Page & Co.""",1921,
91554,0.42563,0.0345743687,00003251.txt,132,The purchase price,Hough,Emerson,A_01701,Indianapolis,Bobbs-Merrill Co.,1910,
74715,0.43799,0.0405304462,00002902.txt,31,Where the trail divides,Lillibridge,Will,A_02075,New York,"""Dodd, Mead & Co.""",1907,
47336,0.40763,0.01873346,00010296.txt,102,Two flights up,Rinehart,Mary Roberts,A_02912,Garden City/N.Y.,George H. Doran Co.,1928,
49543,0.43858,0.0275546033,00004538.txt,221,Men: women and boats,Crane,Stephen,A_00777,New York,Boni & Liveright,1921,
156077,0.44016,0.0305213024,00003011.txt,470,Lewis Rand,Johnston,Mary,A_01828,Boston/New York,Houghton Mifflin Co.,1908,
67748,0.41816,0.0221266876,00011231.txt,17,The dark highway,Gask,Arthur,A_01318,London,H. Jenkins Ltd.,1928,
119470,0.39728,0.0293071784,00002261.txt,51,Dorothy Vernon of Haddon Hall,Major,Charles,A_02211,New York/London,Macmillan Co.,1902,
41735,0.47516,0.0205193774,00011190.txt,29,Scholar-gipsies,Buchan,John,A_00449,London,J. Lane,1927,
77620,0.39683,0.0232839542,00002988.txt,249,The shoulders of Atlas,Freeman,Mary Eleanor Wilkins,A_01254,New York,Harper & Bros.,1908,
83059,0.41373,0.0223542891,00011169.txt,15,Cloud: the smiter,Gask,Arthur,A_01318,London,H. Jenkins,1926,
46362,0.44185,0.0335578424,00001255.txt,66,Checkers,Blossom,Henry,A_00314,Chicago,Herbert S. Stone & Co.,1896,
37648,0.43989,0.0294364218,00011294.txt,104,Generals die in bed,Harrison,Charles Yale,A_01565,New York,W. Morrow & Co.,1930,
81666,0.44755,0.0315493441,00002908.txt,129,The daughter of Anderson Crow,McCutcheon,George Barr,A_02321,New York,"""Dodd, Mead & Co.""",1907,
70693,0.44071,0.0246680159,00003381.txt,54,Adventure,London,Jack,A_02113,New York,Regent Press,1911,
81563,0.42372,0.0244932809,00001362.txt,483,Personal recollections of Joan of Arc,Twain,Mark,A_03428,New York,Harper & Bros.,1896,
90124,0.45888,0.0215398527,00004844.txt,397,The patrician,Galsworthy,John,A_01295,New York,Charles Scribner's Sons,1911,
178325,0.44411,0.0244688609,00000101.txt,69,Without a home,Roe,Edward Payson,A_02950,New York,"""Dodd, Mead""",1881,
63627,0.41359,0.0339477004,00003731.txt,145,The man of the desert,Hill,Grace Livingston,A_01654,New York,Grosset & Dunlap,1914,
89155,0.44409,0.0280670535,00010292.txt,23,Sing Sing nights,Keeler,Harry Stephen,A_01870,New York,E.P. Dutton,1928,
82624,0.41716,0.0255887128,00004395.txt,30,The trumpeter swan,Bailey,Temple,A_00125,New York,Grosset & Dunlap,1920,
75988,0.43383,0.0215552169,00011019.txt,69,The man in the brown suit,Christie,Agatha,A_00647,New York,"""Dodd, Mead""",1924,
69126,0.4297,0.0289431697,00002945.txt,29,Ungava Bob,Wallace,Dillon,A_03492,Chicago/New York,etc. F.H. Revell Co.,1907,
102239,0.46167,0.0372997834,00004297.txt,67,The crimson tide,Chambers,Robert W.,A_00604,New York,D. Appleton & Co.,1919,
37129,0.45091,0.0289848776,00004113.txt,66,Undertow,Norris,Kathleen Thompson,A_02567,Garden City/New York,"""Doubleday, Page & Co.""",1917,
147764,0.44949,0.0343300955,00003276.txt,36,The price of the prairie,McCarter,Margaret Hill,A_02299,New York,A.L. Burt,1910,
102814,0.44891,0.0355277939,00004465.txt,61,West wind drift,McCutcheon,George Barr,A_02321,New York,"""Dodd, Mead & Co.""",1920,
107831,0.43845,0.0311465662,00002115.txt,52,The puppet crown,MacGrath,Harold,A_02179,Indianapolis,Bowen-Merrill Co.,1901,
84877,0.42085,0.0216773284,00011224.txt,13,Mystery at Lynden Sands,Stewart,Alfred Walter,A_03264,Boston,"""Little, Brown""",1928,
51230,0.41716,0.0299860978,00001719.txt,55,Mr. Dooley in the hearts of his countrymen,Dunne,Finley Peter,A_01023,Boston,"""Small, Maynard""",1899,
108979,0.44419,0.0261393681,00010216.txt,327,The green bay tree,Bromfield,Louis,A_00402,New York,Grosset & Dunlap,1924,
53352,0.42081,0.0215939081,00004532.txt,27,Nan Sherwood at Palm Beach: or: Strange adventures among the orange groves,Carr,Annie Roe,A_00563,"""Cleveland, Ohio""",World Syndicate Pub. Co.,1921,
57320,0.41341,0.031904876,00011149.txt,197,St. Mawr,Lawrence,D. H.,A_02006,London,M. Secker,1925,
61812,0.43784,0.0236231867,00010215.txt,17,Laughing last,Abbott,Jane,A_00005,New York,Grosset & Dunlap,1924,
68172,0.47374,0.0220676737,00004273.txt,31,Rezanov,Atherton,Gertrude Franklin Horn,A_00099,New York,"""Boni & Liveright, Inc.""",1919,
89282,0.45826,0.0347224551,00004183.txt,209,Cheerful,Ferber,Edna,A_01149,Garden City/New York,"""Doubleday, Page & Co.""",1918,
98617,0.44493,0.0181821619,00003893.txt,52,The war terror,Reeve,Arthur B.,A_02868,New York,Harper & Bros.,1915,
107580,0.50305,0.0436742707,00004736.txt,63,Port o' gold,Stellman,Louis J.,A_03248,Boston,"""Richard G. Badger, The Gorham Press""",1922,
80663,0.424,0.0398750574,00004656.txt,272,The wind bloweth,Byrne,Donn,A_00508,New York,Century Co.,1922,
63851,0.40643,0.0279065015,00011240.txt,22,Nor many waters,Waugh,Alec,A_03537,London,Chapman & Hall,1928,
43133,0.42407,0.0295050946,00000473.txt,123,The gates between,Phelps,Elizabeth Stuart,A_02725,Boston/New York,Houghton Mifflin Co.,1887,
84484,0.37858,0.0247440147,00000457.txt,71,Samantha at Saratoga,Holley,Marietta,A_01680,Philadelphia,Hubbard Bros.,1887,
88736,0.42916,0.0235353678,00004839.txt,243,Anne of Avonlea,Montgomery,L. M.,A_02448,Boston,L.C. Page & Co.,1909,
108927,0.4146,0.0214065977,00011159.txt,36,Love,Von Arnim,Elizabeth,A_03477,London,Macmillan Co.,1925,
59113,0.41752,0.023187196,00004818.txt,118,The hound of the Baskervilles,Doyle,Arthur Conan,A_00990,New York,"""McClure, Phillips & Co.""",1902,
49765,0.46453,0.0289012442,00000980.txt,124,Susy: a story of the plains,Harte,Bret,A_01577,Boston/New York,Houghton Mifflin Co.,1893,
155975,0.44612,0.0338282292,00000659.txt,119,The delight makers,Bandelier,Adolph Francis Alphonse,A_00147,New York,"""Dodd, Mead & Co.""",1890,
80850,0.44748,0.028902651,00004007.txt,46,Under the country sky,Richmond,Grace S.,A_02899,Garden City/N.Y.,"""Doubleday, Page & Co.""",1916,
93831,0.4363,0.0219215774,00004868.txt,524,Saint's progress,Galsworthy,John,A_01295,New York,Charles Scribner's Sons,1919,
98783,0.40064,0.0204487633,00011138.txt,82,Precious bane,Webb,Mary Gladys Meredith,A_03543,London,Cape,1924,
63628,0.44918,0.0300945916,00002211.txt,66,The desert and the sown,Foote,Mary Hallock,A_01208,Boston/New York,Houghton Mifflin Co.,1902,
68828,0.43774,0.0187630736,00010211.txt,25,Alcatraz,Faust,Frederick Schiller,A_01142,New York,Putnam,1923,
216712,0.48537,0.034532273,00010323.txt,622,Look homeward: angel,Wolfe,Thomas,A_03691,New York,Charles Scribner's Sons,1929,
42063,0.45889,0.0272711395,00004865.txt,217,Men in war,Latzko,Andreas,A_01997,New York,Boni & Liveright,1918,
73738,0.4803,0.0188425159,00011154.txt,93,Sixty-four: ninety-four!,Mottram,R. H.,A_02496,London,Chatto & Windus,1925,
91719,0.46792,0.0354909805,00002534.txt,93,When wilderness was king,Parrish,Randall,A_02656,Chicago,A.C. McClurg & Co.,1904,
132394,0.4424,0.0231782727,00000230.txt,56,Floyd Grandon's honor,Douglas,Amanda M.,A_00984,Boston/New York,C.T. Dillingham,1884,
67184,0.41736,0.0350683373,00004872.txt,316,Potterism,Macaulay,Rose,A_02167,New York,Boni & Liveright,1920,
74692,0.43327,0.031796339,00000658.txt,62,The bridge of the gods,Balch,Frederic Homer,A_00135,Chicago,A.C. McClurg,1890,
65192,0.39446,0.0303589369,00004313.txt,63,Potash and Perlmutter settle things,Glass,Montague,A_01374,New York/London,Harper & Bros.,1919,
120260,0.42028,0.0258402552,00004815.txt,266,The right of way,Parker,Gilbert,A_02651,New York/London,Harper & Bros.,1901,
44664,0.46507,0.0275036288,00002719.txt,51,Chip: of the Flying U,Bower,B. M.,A_00348,New York,Grosset & Dunlap,1906,
62960,0.39971,0.0308925459,00002854.txt,34,Kilo,Butler,Ellis Parker,A_00500,New York,McClure,1907,
77140,0.44613,0.0323602372,00003830.txt,28,The idyl of Twin Fires,Eaton,Walter Prichard,A_01045,Garden City/New York,"""Doubleday, Page & Co.""",1915,
73002,0.41037,0.0236432471,00011280.txt,13,Blood royal,Mercer,Cecil William,A_02371,London,Hodder & Stoughton,1929,
106499,0.48806,0.0277502644,00003693.txt,96,The auction block,Beach,Rex,A_00208,New York/London,Harper & Bros.,1914,
63674,0.45934,0.0351114301,00001608.txt,92,A wounded name,King,Charles,A_01908,New York/London,F.T. Neely,1898,
54171,0.43959,0.028549123,00010321.txt,80,The blacker the berry,Thurman,Wallace,A_03380,New York,Macaulay Co.,1929,
146328,0.46275,0.0218837032,00011157.txt,147,Ducdame,Powys,John Cowper,A_02799,Garden City/N.Y.,"""Doubleday, Page & Co.""",1925,
94445,0.46374,0.0198883855,00003213.txt,31,The power and the glory,Cooke,Grace MacGowan,A_00728,New York,"""Doubleday, Page & Co.""",1910,
